Time (ns),R1_WT,R2_WT,R3_WT,AVG_WT,R1_C391R,R2_C391R,R3_C391R,AVG_C391R,R1_419X,R2_419X,R3_419X,AVG_419X
0.328,308.390961,310.591003,310.619751,309.867238333333,310.571198,311.373383,312.927216,311.623932333333,308.323456,308.827454,311.254425,309.468445
0.33,307.663147,309.174164,312.80661,309.881307,311.741364,311.076538,310.153503,310.990468333333,310.211792,309.159576,313.379791,310.917053
0.332,306.828918,307.79895,307.065491,307.231119666667,308.053314,309.819244,309.658356,309.176971333333,310.143158,312.179535,309.304108,310.542267
0.334,309.42865,308.497498,307.113922,308.34669,310.631439,312.053162,307.8573,310.180633666667,307.782013,310.195679,312.372925,310.116872333333
0.336,311.02417,309.794037,307.761353,309.52652,306.759338,310.817047,311.724579,309.766988,312.483887,310.00531,312.535248,311.674815
0.338,308.342651,309.853333,307.314362,308.503448666667,309.821564,307.754089,309.396332,308.990661666667,310.708862,308.390106,306.903656,308.667541333333
0.34,309.206207,313.356842,309.455902,310.672983666667,306.228607,310.726227,309.595886,308.85024,311.164001,308.820587,310.257843,310.080810333333
0.342,312.842712,310.470581,312.109558,311.807617,307.876007,311.344452,310.713867,309.978108666667,309.282104,310.773407,311.62616,310.560557
0.344,309.929779,307.981049,309.874542,309.26179,312.139313,310.920258,306.750244,309.936605,307.817413,308.08728,308.948517,308.284403333333
0.346,309.324219,308.924774,311.382172,309.877055,310.145691,309.721771,310.477997,310.115153,309.75116,312.130554,310.999542,310.960418666667
0.348,310.439606,311.7435,309.531403,310.571503,304.965485,309.985291,311.786774,308.912516666667,310.102051,307.690369,311.283417,309.691945666667
0.35,309.829895,309.858551,307.831268,309.173238,309.88028,309.216248,310.28598,309.794169333333,310.270111,311.204346,311.085388,310.853281666667
0.352,309.199829,310.599091,310.129059,309.975993,311.273315,313.233276,311.33432,311.946970333333,308.05722,310.266541,310.494659,309.60614
0.354,309.916443,309.846283,310.286316,310.016347333333,310.520508,310.486389,309.84494,310.283945666667,310.910675,310.814697,308.921875,310.215749
0.356,308.958191,306.65921,308.957367,308.191589333333,310.135437,308.148285,311.179382,309.821034666667,309.480743,309.834015,311.271301,310.195353
0.358,311.614502,308.25647,308.273926,309.381632666667,311.140015,310.845001,308.004944,309.996653333333,311.105408,308.471893,308.40271,309.326670333333
0.36,313.332153,311.684418,310.236237,311.750936,306.815887,311.379211,311.900482,310.03186,310.712311,312.243866,311.305298,311.420491666667
0.362,312.297089,308.479675,310.370605,310.382456333333,309.169067,308.060211,311.703308,309.644195333333,311.411896,308.824768,311.058258,310.431640666667
0.364,312.741272,309.362671,310.309235,310.804392666667,311.224091,311.955963,310.562378,311.247477333333,308.476501,310.518127,308.69223,309.228952666667
0.366,310.307922,310.091797,310.023163,310.140960666667,310.989594,309.309265,308.053833,309.450897333333,305.513794,307.289001,311.607391,308.136728666667
0.368,310.251282,309.741455,311.609161,310.533966,310.759247,311.193268,311.580627,311.177714,311.922089,309.574677,310.906433,310.801066333333
0.37,313.096741,311.926849,311.670502,312.231364,309.589996,309.115845,312.442413,310.382751333333,310.046722,308.655945,309.62912,309.443929
0.372,311.424408,311.975281,309.504364,310.968017666667,308.353394,309.224335,308.335297,308.637675333333,307.974701,309.758881,309.677582,309.137054666667
0.374,309.89978,310.997833,310.78656,310.561391,307.4505,310.294098,308.807587,308.850728333333,309.717804,308.354462,307.646149,308.572805
0.376,308.176056,311.105072,309.170441,309.483856333333,311.748322,311.645782,307.955688,310.449930666667,308.223145,308.966125,310.298981,309.162750333333
0.378,310.139832,311.153687,310.229401,310.50764,311.864685,309.482117,308.642487,309.996429666667,311.686066,307.964569,310.986969,310.212534666667
0.38,309.344574,308.905273,308.937775,309.062540666667,310.054077,309.313782,310.021118,309.796325666667,311.305389,308.533173,311.265686,310.368082666667
0.382,308.671387,309.106934,309.738007,309.172109333333,309.966492,311.338104,311.06189,310.788828666667,309.281311,309.354919,307.846436,308.827555333333
0.384,309.103333,309.430939,311.955505,310.163259,308.921051,310.516693,310.143066,309.86027,310.532135,309.708649,308.083099,309.441294333333
0.386,307.640717,309.258423,307.807129,308.235423,307.391205,308.817474,308.830688,308.346455666667,309.972504,310.78772,311.806061,310.855428333333
