Time (ps),R1_WT,R2_WT,R3_WT,AVG_WT,R1_C391R,R2_C391R,R3_C391R,AVG_C391R,R1_419X,R2_419X,R3_419X,AVG_419X
170,144747.140625,144815.21875,144869.9375,144810.765625,144738.1875,144691.9375,144020.625,144483.583333333,144477.109375,143628.046875,144081.875,144062.34375
172,145905.140625,145628.328125,143798.65625,145110.708333333,144748.765625,145109.5,145623.703125,145160.65625,144225.296875,145431.078125,144328.421875,144661.598958333
174,144860.609375,144826.21875,144803.328125,144830.052083333,144784.953125,144863.421875,145052.15625,144900.177083333,144694.078125,144492.09375,144360.34375,144515.505208333
176,144615.546875,144406.59375,144715.8125,144579.317708333,144966.03125,144913.671875,145250.609375,145043.4375,145803.34375,144251.53125,145042.9375,145032.604166667
178,144976.921875,144930.78125,145344.203125,145083.96875,144140.75,145550.84375,144290.59375,144660.729166667,144882.09375,144761.78125,143847.609375,144497.161458333
180,144814.140625,144775.671875,144133.25,144574.354166667,143826.15625,144238.578125,145811.296875,144625.34375,145331.59375,144555.984375,146170.6875,145352.755208333
182,143310.375,144911.8125,144861.71875,144361.302083333,144947.546875,144054.59375,144924.9375,144642.359375,143712.703125,144382.21875,145244.90625,144446.609375
184,145237.8125,145592.875,143357.765625,144729.484375,143743.9375,144551.578125,145167,144487.505208333,144009.265625,143960.171875,144194.875,144054.770833333
186,144721.28125,143495.125,144575.21875,144263.875,144185.03125,144298.203125,145731.84375,144738.359375,143696.21875,145682.25,144878.328125,144752.265625
188,144290.625,143503.671875,145764.390625,144519.5625,145325.34375,144410.90625,144203.328125,144646.526041667,144448.171875,144559.25,144370.28125,144459.234375
190,144535.65625,145582.71875,144802.578125,144973.651041667,144448.3125,144908.03125,144260.828125,144539.057291667,143890.265625,144705.34375,142666.828125,143754.145833333
192,144054.53125,144757.109375,144460.96875,144424.203125,144394.65625,145006.4375,145164.171875,144855.088541667,145188.1875,144878.8125,144534.5625,144867.1875
194,143961.875,144199.59375,143131.390625,143764.286458333,143857.703125,143968.4375,144889.59375,144238.578125,144434.3125,144804.28125,143130.03125,144122.875
196,144317.03125,145540.71875,144413.484375,144757.078125,144758.328125,144671.890625,144057.5625,144495.927083333,145772.171875,144706.578125,145869.15625,145449.302083333
198,144323.421875,145273.109375,144140.125,144578.885416667,144062.953125,145421.1875,144651.125,144711.755208333,144913.78125,145254.125,144868.328125,145012.078125
200,144312.28125,145769.140625,144869.25,144983.557291667,145524,144612.21875,144295.140625,144810.453125,145417.25,144015.453125,145241.328125,144891.34375
202,144614.171875,144769.65625,143743.875,144375.901041667,145386.671875,145548.625,144638.25,145191.182291667,144618.125,144511.75,144645.640625,144591.838541667
204,145162.9375,144881.71875,144206.40625,144750.354166667,143608.625,145346.453125,145082.8125,144679.296875,143905.03125,144104.125,143183.875,143731.010416667
206,145540.34375,143867.28125,144557.890625,144655.171875,144235.84375,147289.546875,143999.1875,145174.859375,145878.0625,145114.609375,144683.984375,145225.552083333
208,143869.6875,144123.46875,144236.859375,144076.671875,144944.59375,145489.1875,145533,145322.260416667,144016.8125,144684.4375,146211.78125,144971.010416667
210,143779.453125,145616.453125,144704.796875,144700.234375,145590.875,144782.703125,144428.15625,144933.911458333,144709.546875,144314,144365.46875,144463.005208333
212,144139.203125,143747,144602.9375,144163.046875,144965.0625,144933.546875,144434.140625,144777.583333333,145191.96875,145503.15625,144676.890625,145124.005208333
214,145972.671875,143728.109375,143754.84375,144485.208333333,144073.640625,144391.4375,145970.640625,144811.90625,144973.09375,144064.8125,145946.75,144994.885416667
216,145491.375,145210.421875,144783.4375,145161.744791667,144317.75,145766.21875,142983.9375,144355.96875,144322.828125,144734.65625,145080.28125,144712.588541667
218,144470.328125,144841.734375,144373.984375,144562.015625,146369.65625,145138.609375,144680.84375,145396.369791667,145185.96875,144229.34375,145189.03125,144868.114583333
220,144680.59375,144317.046875,144328.53125,144442.057291667,145310.625,144585.53125,145754.765625,145216.973958333,145189.21875,146457.1875,145415.953125,145687.453125
222,145100.296875,144361,145227.125,144896.140625,143345.796875,144729.265625,144564.53125,144213.197916667,144881.796875,145307.015625,145502.109375,145230.307291667
224,143779.15625,144913.234375,144050.59375,144247.661458333,143927.28125,143930.96875,143913.5,143923.916666667,145097.640625,145410.515625,145310.390625,145272.848958333
226,145460.03125,144423.9375,144275.921875,144719.963541667,145380.9375,143732.640625,144707.46875,144607.015625,144712.6875,144238.3125,144793.75,144581.583333333
228,143734.46875,145547.15625,144823.6875,144701.770833333,144073.21875,143576.09375,142950.875,143533.395833333,144179.359375,143436.203125,144887.59375,144167.71875
230,144982.109375,143655.09375,144944.125,144527.109375,143982.453125,143734.328125,144185.1875,143967.322916667,144456.40625,144675.59375,143878.78125,144336.927083333
232,144122.625,145015.3125,144186.15625,144441.364583333,144503.46875,144030.46875,144593.59375,144375.84375,145073.6875,145101.703125,145531.203125,145235.53125
234,144319.953125,144640,145244.625,144734.859375,144740.75,145262.09375,145215.96875,145072.9375,144087.59375,144295.46875,143830.46875,144071.177083333
236,144314.859375,144773.765625,144040.40625,144376.34375,144868.8125,144781.90625,144963.5,144871.40625,145266.625,144883.453125,143522.078125,144557.385416667
238,144676.78125,144592.03125,144206.78125,144491.864583333,145576.234375,143418.609375,145083.03125,144692.625,144648.3125,145304.84375,146111.5,145354.885416667
240,144767.0625,143955.6875,144863.03125,144528.59375,144819.265625,144932.609375,144198.46875,144650.114583333,145535.234375,143583.34375,144307.125,144475.234375
242,145706.9375,144218.078125,144836.5,144920.505208333,145756.984375,143910.390625,144723.4375,144796.9375,145863.578125,145289.984375,144694.359375,145282.640625
244,145451.09375,145024.65625,143962.40625,144812.71875,143964.640625,143495.4375,144622.46875,144027.515625,144681.3125,145145.625,143596.9375,144474.625
246,144903.640625,144781.03125,144748.765625,144811.145833333,144130.984375,145430.453125,143779.921875,144447.119791667,145048.109375,145356.375,144740.375,145048.286458333
248,145335.4375,144986,145646.171875,145322.536458333,144987.625,145096.484375,144089.84375,144724.651041667,145805.8125,144240.59375,144927.3125,144991.239583333
250,145461.4375,145580.671875,145048.078125,145363.395833333,145051.3125,144432.40625,144197,144560.239583333,145985.40625,144734.515625,144508.828125,145076.25
252,145726.515625,144939.3125,144427.765625,145031.197916667,145228.328125,144878.234375,145103.640625,145070.067708333,143927.96875,144579.609375,144095.3125,144200.963541667
254,145452.546875,146478.96875,144955.53125,145629.015625,143404.9375,144601.21875,143998.3125,144001.489583333,144234.625,144785.421875,145278.53125,144766.192708333
256,145676.375,144411.25,143614.375,144567.333333333,144778.25,144545.9375,143999.625,144441.270833333,143101.0625,145239.6875,144936.5625,144425.770833333
258,145821.734375,145836.546875,144286.921875,145315.067708333,144168.34375,144867.640625,145087.71875,144707.901041667,145306.5625,144580.390625,145883.859375,145256.9375
260,144495.015625,145449.890625,144233.015625,144725.973958333,145282.046875,143438.78125,145081.625,144600.817708333,145120.46875,143451.8125,144346.6875,144306.322916667
262,145090.421875,143983.03125,143935.984375,144336.479166667,144221.703125,143497.203125,144247.8125,143988.90625,144376.34375,145198.671875,144290.21875,144621.744791667
264,144823.375,146046.71875,144361.078125,145077.057291667,145014.203125,145044.59375,143969.75,144676.182291667,143778.453125,144100.25,145701.78125,144526.828125
266,144674.6875,144359.734375,145444.578125,144826.333333333,145844.375,143963.625,144856.40625,144888.135416667,144212.984375,145230.546875,144116.09375,144519.875
268,145131.9375,144574.890625,144503.8125,144736.880208333,144428.734375,144824.234375,143958.828125,144403.932291667,144322.875,145549.9375,143569.09375,144480.635416667
270,144582.140625,145440.28125,144468.25,144830.223958333,146056.546875,145479.6875,145409.703125,145648.645833333,144953.125,145061.46875,144387.96875,144800.854166667
272,144142.078125,144331.265625,144988.53125,144487.291666667,144265.78125,145233.796875,144819.09375,144772.890625,144699.28125,143463.25,143470.65625,143877.729166667
274,145304.640625,144709.359375,144961.21875,144991.739583333,144856.375,145217.875,145059.578125,145044.609375,144222.25,144817.34375,143733.8125,144257.802083333
276,145292.75,144565.625,144869.046875,144909.140625,144945.59375,143902.28125,144522.21875,144456.697916667,144666.890625,145701.65625,143209.359375,144525.96875
278,144387.03125,145046.875,144872.875,144768.927083333,145658.53125,145228.78125,144714.703125,145200.671875,144597.640625,144809.90625,145730.96875,145046.171875
