Time (ns),R1_WT,R2_WT,R3_WT,AVG_WT,R1_C391R,R2_C391R,R3_C391R,AVG_C391R,R1_419X,R2_419X,R3_419X,AVG_419X
0.088,2.27153,2.28645,2.26703,2.27500333333333,2.30171,2.28626,2.24024,2.27607,2.29526,2.28631,2.2788,2.28679
0.09,2.26824,2.28425,2.26899,2.27382666666667,2.2939,2.2882,2.25,2.27736666666667,2.29202,2.2873,2.27797,2.28576333333333
0.092,2.26831,2.28085,2.26728,2.27214666666667,2.29211,2.28607,2.24178,2.27332,2.29828,2.28767,2.27243,2.28612666666667
0.094,2.27079,2.28696,2.28207,2.27994,2.28917,2.2923,2.24746,2.27631,2.30138,2.28785,2.26946,2.28623
0.096,2.27667,2.284,2.27828,2.27965,2.29029,2.29585,2.25231,2.27948333333333,2.30187,2.29356,2.27459,2.29000666666667
0.098,2.27287,2.28488,2.26989,2.27588,2.28563,2.30239,2.24978,2.27926666666667,2.29651,2.29326,2.27777,2.28918
0.1,2.26217,2.29605,2.27208,2.27676666666667,2.28661,2.29506,2.25695,2.27954,2.2897,2.28838,2.27971,2.28593
0.102,2.26721,2.29738,2.27388,2.27949,2.2924,2.29203,2.24571,2.27671333333333,2.29358,2.29072,2.28341,2.28923666666667
0.104,2.26788,2.29902,2.27911,2.28200333333333,2.29151,2.28092,2.25239,2.27494,2.29003,2.2877,2.28094,2.28622333333333
0.106,2.25997,2.28672,2.27021,2.2723,2.2874,2.28541,2.24878,2.27386333333333,2.2922,2.29391,2.28564,2.29058333333333
0.108,2.27165,2.28346,2.26596,2.27369,2.29427,2.28538,2.24121,2.27362,2.29043,2.29025,2.2814,2.28736
0.11,2.27684,2.28891,2.26667,2.27747333333333,2.28562,2.28842,2.24864,2.27422666666667,2.29724,2.30023,2.27898,2.29215
0.112,2.27632,2.28677,2.27546,2.27951666666667,2.28029,2.29114,2.25499,2.27547333333333,2.29767,2.29482,2.27672,2.28973666666667
0.114,2.27107,2.27972,2.27163,2.27414,2.28829,2.2937,2.25403,2.27867333333333,2.30082,2.29755,2.2704,2.28959
0.116,2.27171,2.28382,2.27858,2.27803666666667,2.29287,2.28542,2.25028,2.27619,2.29134,2.29929,2.27547,2.2887
0.118,2.27263,2.28756,2.28196,2.28071666666667,2.29625,2.29345,2.24915,2.27961666666667,2.29836,2.29966,2.26552,2.28784666666667
0.12,2.27331,2.28049,2.29328,2.28236,2.29077,2.2783,2.25481,2.27462666666667,2.28942,2.30362,2.2663,2.28644666666667
0.122,2.26651,2.274,2.28473,2.27508,2.2931,2.27757,2.24997,2.27354666666667,2.29764,2.30549,2.27353,2.29222
0.124,2.27053,2.27774,2.28576,2.27801,2.29551,2.2821,2.25027,2.27596,2.29209,2.29764,2.26455,2.28476
0.126,2.2634,2.27254,2.28399,2.27331,2.2949,2.28705,2.24822,2.27672333333333,2.30242,2.30718,2.27081,2.29347
0.128,2.27293,2.27752,2.2713,2.27391666666667,2.30055,2.28506,2.25529,2.2803,2.2931,2.31076,2.2739,2.29258666666667
0.13,2.2693,2.27564,2.27295,2.27263,2.28967,2.28555,2.24755,2.27425666666667,2.29673,2.30855,2.28389,2.29639
0.132,2.27415,2.27452,2.27695,2.27520666666667,2.30344,2.2993,2.25351,2.28541666666667,2.30193,2.30768,2.27977,2.29646
0.134,2.27607,2.27989,2.27804,2.278,2.30073,2.29736,2.25815,2.28541333333333,2.29571,2.30966,2.27323,2.29286666666667
0.136,2.26956,2.27715,2.27768,2.27479666666667,2.29641,2.29784,2.25522,2.28315666666667,2.29414,2.30605,2.28204,2.29407666666667
0.138,2.27321,2.27094,2.28463,2.27626,2.29086,2.28601,2.24618,2.27435,2.29093,2.29839,2.27873,2.28935
0.14,2.27728,2.27234,2.28007,2.27656333333333,2.29952,2.2913,2.25806,2.28296,2.29489,2.29534,2.28155,2.29059333333333
0.142,2.2803,2.28161,2.27643,2.27944666666667,2.295,2.29425,2.25924,2.28283,2.29961,2.29383,2.28443,2.29262333333333
0.144,2.27217,2.28342,2.27375,2.27644666666667,2.29947,2.29421,2.26031,2.28466333333333,2.3009,2.30216,2.28024,2.29443333333333
0.146,2.27301,2.28186,2.27912,2.27799666666667,2.28754,2.30529,2.25713,2.28332,2.29963,2.29183,2.29112,2.29419333333333
0.148,2.27615,2.28421,2.27521,2.27852333333333,2.2819,2.29373,2.25835,2.27799333333333,2.29928,2.28712,2.28582,2.29074
0.15,2.27216,2.27724,2.28318,2.27752666666667,2.28457,2.28262,2.25873,2.27530666666667,2.30276,2.28717,2.28291,2.29094666666667
0.152,2.27511,2.28186,2.28221,2.27972666666667,2.29175,2.27646,2.25511,2.27444,2.29914,2.29763,2.27773,2.2915
0.154,2.27562,2.28428,2.27118,2.27702666666667,2.29877,2.28114,2.25263,2.27751333333333,2.29649,2.29885,2.27664,2.29066
0.156,2.27814,2.28645,2.28193,2.28217333333333,2.29444,2.2778,2.25082,2.27435333333333,2.29583,2.29901,2.27765,2.29083
0.158,2.26595,2.28357,2.27049,2.27333666666667,2.29105,2.28236,2.25309,2.2755,2.29538,2.29021,2.28651,2.2907
0.16,2.27766,2.27577,2.275,2.27614333333333,2.2861,2.28134,2.25743,2.27495666666667,2.29937,2.29782,2.27408,2.29042333333333
0.162,2.27691,2.29173,2.27807,2.28223666666667,2.27771,2.29074,2.26019,2.27621333333333,2.296,2.28636,2.27556,2.28597333333333
0.164,2.2774,2.28972,2.27493,2.28068333333333,2.28345,2.28504,2.26271,2.27706666666667,2.29614,2.28935,2.27713,2.28754
0.166,2.27273,2.28698,2.2737,2.27780333333333,2.28741,2.28584,2.25964,2.27763,2.30855,2.30177,2.26289,2.29107
0.168,2.27579,2.28501,2.27186,2.27755333333333,2.28166,2.28532,2.26537,2.27745,2.30962,2.29837,2.26568,2.29122333333333
0.17,2.27573,2.28478,2.2631,2.27453666666667,2.29315,2.28784,2.26211,2.28103333333333,2.31049,2.30119,2.26684,2.29284
0.172,2.27664,2.28132,2.27358,2.27718,2.28102,2.2814,2.25378,2.27206666666667,2.30561,2.29908,2.26701,2.29056666666667
0.174,2.26994,2.28666,2.2588,2.2718,2.2889,2.28295,2.26288,2.27824333333333,2.30181,2.30087,2.27696,2.29321333333333
0.176,2.27332,2.28171,2.25349,2.26950666666667,2.28963,2.2819,2.25713,2.27622,2.2964,2.31036,2.27373,2.29349666666667
0.178,2.27646,2.28604,2.26426,2.27558666666667,2.29025,2.2863,2.26787,2.28147333333333,2.29241,2.30382,2.26994,2.28872333333333
0.18,2.26589,2.28958,2.26156,2.27234333333333,2.29605,2.29107,2.27519,2.28743666666667,2.29225,2.29656,2.27214,2.28698333333333
0.182,2.26814,2.28579,2.26759,2.27384,2.29088,2.29514,2.26813,2.28471666666667,2.30369,2.2934,2.26375,2.28694666666667
0.184,2.26991,2.28616,2.26387,2.27331333333333,2.28912,2.29069,2.2661,2.28197,2.2914,2.29259,2.27294,2.28564333333333
0.186,2.27335,2.28547,2.26388,2.27423333333333,2.29454,2.28487,2.25835,2.27925333333333,2.29412,2.29648,2.27306,2.28788666666667
0.188,2.27296,2.29448,2.26526,2.27756666666667,2.29435,2.28624,2.26449,2.28169333333333,2.29561,2.29159,2.27718,2.28812666666667
0.19,2.27671,2.28472,2.26586,2.27576333333333,2.29404,2.27944,2.26036,2.27794666666667,2.30576,2.30255,2.27378,2.29403
0.192,2.27072,2.2856,2.26549,2.27393666666667,2.28698,2.27635,2.25359,2.27230666666667,2.30656,2.29321,2.27528,2.29168333333333
0.194,2.27836,2.28367,2.26581,2.27594666666667,2.29601,2.2789,2.26114,2.27868333333333,2.29639,2.29139,2.26988,2.28588666666667
0.196,2.27754,2.2821,2.26514,2.27492666666667,2.29951,2.2789,2.25236,2.27692333333333,2.30107,2.30523,2.27632,2.29420666666667
0.198,2.27082,2.27929,2.26635,2.27215333333333,2.30271,2.27851,2.24925,2.27682333333333,2.30456,2.30492,2.27197,2.29381666666667
0.2,2.27503,2.28366,2.26731,2.27533333333333,2.295,2.28304,2.25579,2.27794333333333,2.31736,2.30294,2.26564,2.29531333333333
0.202,2.271,2.27958,2.26789,2.27282333333333,2.29255,2.28553,2.25162,2.27656666666667,2.30993,2.29986,2.27123,2.29367333333333
0.204,2.27129,2.28985,2.26927,2.27680333333333,2.28832,2.29086,2.24297,2.27405,2.30987,2.29821,2.27609,2.29472333333333
0.206,2.27635,2.28948,2.2762,2.28067666666667,2.28374,2.28891,2.24788,2.27351,2.30505,2.29687,2.27953,2.29381666666667
0.208,2.27147,2.29211,2.2729,2.27882666666667,2.29752,2.28925,2.24562,2.27746333333333,2.29466,2.30216,2.28025,2.29235666666667
0.21,2.26784,2.2914,2.27137,2.27687,2.29442,2.29823,2.25445,2.28236666666667,2.30555,2.30215,2.28495,2.29755
0.212,2.27315,2.29093,2.27408,2.27938666666667,2.28547,2.29669,2.25626,2.27947333333333,2.29558,2.29752,2.27553,2.28954333333333
0.214,2.2834,2.29014,2.27155,2.28169666666667,2.28157,2.29514,2.25553,2.27741333333333,2.29049,2.30224,2.27912,2.29061666666667
0.216,2.2809,2.28807,2.26233,2.2771,2.28906,2.29407,2.25278,2.27863666666667,2.29652,2.31072,2.27858,2.29527333333333
0.218,2.27839,2.2857,2.26478,2.27629,2.28175,2.29195,2.25371,2.27580333333333,2.29679,2.2936,2.27915,2.28984666666667
0.22,2.2749,2.2805,2.26877,2.27472333333333,2.27728,2.28164,2.25723,2.27205,2.30048,2.29272,2.27086,2.28802
0.222,2.26517,2.28539,2.26987,2.27347666666667,2.28406,2.28883,2.25752,2.27680333333333,2.29883,2.29285,2.27608,2.28925333333333
0.224,2.27165,2.29684,2.2601,2.27619666666667,2.28514,2.2891,2.26544,2.27989333333333,2.30292,2.29916,2.27546,2.29251333333333
0.226,2.2656,2.28822,2.25748,2.27043333333333,2.28619,2.28888,2.25695,2.27734,2.29411,2.30357,2.28188,2.29318666666667
0.228,2.2664,2.2921,2.26613,2.27487666666667,2.28383,2.29054,2.25935,2.27790666666667,2.30186,2.29673,2.28267,2.29375333333333
0.23,2.26644,2.29321,2.25853,2.27272666666667,2.27776,2.28842,2.25577,2.27398333333333,2.29659,2.29445,2.2765,2.28918
0.232,2.27146,2.28956,2.26554,2.27552,2.28245,2.29357,2.25698,2.27766666666667,2.30159,2.30205,2.27534,2.29299333333333
0.234,2.27439,2.2958,2.26545,2.27854666666667,2.28625,2.28666,2.26351,2.27880666666667,2.29756,2.30629,2.28441,2.29608666666667
0.236,2.26544,2.30109,2.26713,2.27788666666667,2.28507,2.29423,2.26082,2.28004,2.2926,2.30257,2.28429,2.29315333333333
0.238,2.26291,2.29893,2.26572,2.27585333333333,2.28517,2.29692,2.25805,2.28004666666667,2.28843,2.29552,2.28738,2.29044333333333
0.24,2.26833,2.29016,2.26876,2.27575,2.28647,2.30407,2.26386,2.2848,2.29247,2.29449,2.28009,2.28901666666667
0.242,2.26079,2.2828,2.26232,2.26863666666667,2.28024,2.29753,2.26166,2.27981,2.29325,2.29544,2.28424,2.29097666666667
0.244,2.25888,2.29057,2.27058,2.27334333333333,2.27692,2.28907,2.26296,2.27631666666667,2.29192,2.29113,2.2763,2.28645
0.246,2.2673,2.2933,2.27047,2.27702333333333,2.27988,2.29409,2.26466,2.27954333333333,2.28938,2.29829,2.27129,2.28632
0.248,2.26715,2.28415,2.26479,2.27203,2.28291,2.29084,2.26425,2.27933333333333,2.2989,2.29584,2.26684,2.28719333333333
0.25,2.26748,2.2865,2.26669,2.27355666666667,2.28349,2.29568,2.26433,2.28116666666667,2.29746,2.29309,2.27632,2.28895666666667
0.252,2.26649,2.29099,2.2687,2.27539333333333,2.28146,2.29299,2.25324,2.27589666666667,2.31252,2.29103,2.27171,2.29175333333333
0.254,2.27,2.28811,2.26286,2.27365666666667,2.28112,2.29661,2.25869,2.27880666666667,2.3036,2.28777,2.26808,2.28648333333333
0.256,2.27209,2.28438,2.26396,2.27347666666667,2.28334,2.29785,2.25995,2.28038,2.30779,2.28083,2.27586,2.28816
0.258,2.26923,2.2879,2.26421,2.27378,2.28934,2.30343,2.25941,2.28406,2.30726,2.28372,2.28397,2.29165
0.26,2.26142,2.28798,2.26511,2.27150333333333,2.28029,2.3014,2.25578,2.27915666666667,2.29713,2.28057,2.28434,2.28734666666667
0.262,2.27086,2.28984,2.25894,2.27321333333333,2.2809,2.2922,2.25349,2.27553,2.3088,2.29024,2.28994,2.29632666666667
0.264,2.26862,2.27865,2.26332,2.27019666666667,2.27515,2.28993,2.25424,2.27310666666667,2.30765,2.28988,2.28933,2.29562
0.266,2.27038,2.28314,2.26535,2.27295666666667,2.28805,2.29126,2.25636,2.27855666666667,2.3137,2.29146,2.28699,2.29738333333333
0.268,2.27321,2.27446,2.26438,2.27068333333333,2.2806,2.29205,2.25467,2.27577333333333,2.3176,2.28445,2.28807,2.29670666666667
0.27,2.27186,2.27801,2.25742,2.26909666666667,2.27925,2.29909,2.25759,2.27864333333333,2.31004,2.28074,2.27141,2.28739666666667
0.272,2.27478,2.28462,2.26549,2.27496333333333,2.27964,2.29553,2.25842,2.27786333333333,2.31285,2.27568,2.27808,2.28887
0.274,2.26785,2.27946,2.26732,2.27154333333333,2.28735,2.29986,2.2544,2.28053666666667,2.31256,2.28464,2.28155,2.29291666666667
0.276,2.26368,2.28484,2.26854,2.27235333333333,2.27927,2.29341,2.25075,2.27447666666667,2.31522,2.2868,2.27626,2.29276
0.278,2.2717,2.27531,2.26869,2.2719,2.28196,2.29197,2.25343,2.27578666666667,2.32288,2.28109,2.28188,2.29528333333333
0.28,2.26723,2.2848,2.26483,2.27228666666667,2.29416,2.28903,2.25198,2.27839,2.31463,2.27864,2.27313,2.2888
0.282,2.26766,2.27862,2.26493,2.27040333333333,2.29124,2.28754,2.24171,2.27349666666667,2.30435,2.27901,2.27656,2.28664
0.284,2.25975,2.2813,2.2698,2.27028333333333,2.28857,2.28061,2.26302,2.2774,2.30853,2.27798,2.27853,2.28834666666667
0.286,2.26526,2.27308,2.26775,2.26869666666667,2.2808,2.29407,2.2544,2.27642333333333,2.31026,2.28076,2.28467,2.29189666666667
0.288,2.26092,2.27693,2.25915,2.26566666666667,2.28115,2.28428,2.25882,2.27475,2.3154,2.27874,2.27669,2.29027666666667
0.29,2.26572,2.27709,2.26283,2.26854666666667,2.28526,2.28147,2.2473,2.27134333333333,2.31196,2.28264,2.28511,2.29323666666667
0.292,2.26287,2.2694,2.26808,2.26678333333333,2.29316,2.28496,2.25613,2.27808333333333,2.3103,2.27281,2.28107,2.28806
0.294,2.26716,2.27457,2.25728,2.26633666666667,2.28819,2.28142,2.25906,2.27622333333333,2.30961,2.27877,2.27314,2.28717333333333
0.296,2.26468,2.27935,2.26288,2.26897,2.29064,2.27945,2.25502,2.27503666666667,2.30314,2.28418,2.27694,2.28808666666667
0.298,2.26262,2.27771,2.26004,2.26679,2.2841,2.28876,2.25947,2.27744333333333,2.30709,2.28599,2.27605,2.28971
0.3,2.26396,2.27685,2.25662,2.26581,2.29159,2.28855,2.25294,2.27769333333333,2.30592,2.28962,2.27931,2.29161666666667
0.302,2.2613,2.27498,2.25481,2.26369666666667,2.29172,2.2896,2.26226,2.28119333333333,2.3058,2.28981,2.27129,2.28896666666667
0.304,2.26208,2.27529,2.2493,2.26222333333333,2.29183,2.28089,2.26006,2.27759333333333,2.31342,2.29309,2.26705,2.29118666666667
0.306,2.26976,2.27347,2.24858,2.26393666666667,2.28946,2.28467,2.26003,2.27805333333333,2.31635,2.29331,2.27421,2.29462333333333
0.308,2.2753,2.27614,2.2657,2.27238,2.28953,2.28927,2.25615,2.27831666666667,2.30969,2.29409,2.28261,2.29546333333333
0.31,2.27392,2.2899,2.26939,2.27773666666667,2.28678,2.28419,2.25215,2.27437333333333,2.31321,2.29669,2.28575,2.29855
0.312,2.27273,2.27884,2.26703,2.27286666666667,2.2998,2.28583,2.25001,2.27854666666667,2.30453,2.2892,2.29257,2.29543333333333
0.314,2.26811,2.28614,2.26687,2.27370666666667,2.29194,2.28338,2.25302,2.27611333333333,2.30218,2.29238,2.28325,2.29260333333333
0.316,2.27171,2.28587,2.26939,2.27565666666667,2.28331,2.28124,2.25935,2.27463333333333,2.30061,2.29686,2.27669,2.29138666666667
0.318,2.27193,2.28013,2.27966,2.27724,2.27842,2.2725,2.25409,2.26833666666667,2.29646,2.2827,2.28372,2.28762666666667
0.32,2.27352,2.28246,2.27952,2.2785,2.28746,2.27186,2.24999,2.26977,2.29366,2.28117,2.29618,2.29033666666667
0.322,2.27802,2.28667,2.2686,2.27776333333333,2.29286,2.2799,2.2526,2.27512,2.30287,2.28558,2.30015,2.2962
0.324,2.27922,2.28732,2.26516,2.27723333333333,2.28316,2.28587,2.25187,2.27363333333333,2.29774,2.27905,2.28826,2.28835
0.326,2.27567,2.28422,2.268,2.27596333333333,2.2888,2.27794,2.25683,2.27452333333333,2.30122,2.28504,2.29046,2.29224
0.328,2.27499,2.2845,2.27221,2.27723333333333,2.29377,2.27528,2.25667,2.27524,2.29864,2.27803,2.29018,2.28895
0.33,2.2771,2.28861,2.27256,2.27942333333333,2.28631,2.27166,2.25741,2.27179333333333,2.2978,2.28271,2.29222,2.29091
0.332,2.27896,2.28332,2.27054,2.27760666666667,2.29069,2.28584,2.25635,2.27762666666667,2.29222,2.28609,2.27941,2.28590666666667
0.334,2.27701,2.2895,2.26548,2.27733,2.29346,2.28086,2.24551,2.27327666666667,2.28927,2.29395,2.27883,2.28735
0.336,2.27962,2.28887,2.26156,2.27668333333333,2.28939,2.27604,2.25499,2.27347333333333,2.29977,2.29965,2.28727,2.29556333333333
0.338,2.27862,2.28284,2.27057,2.27734333333333,2.29531,2.28129,2.25068,2.27576,2.29178,2.29821,2.28784,2.29261
0.34,2.28435,2.27448,2.26182,2.27355,2.28526,2.27816,2.25276,2.27206,2.30035,2.30067,2.28741,2.29614333333333
0.342,2.28142,2.28475,2.2744,2.28019,2.29729,2.2788,2.23967,2.27192,2.29401,2.29867,2.28662,2.2931
0.344,2.2739,2.28384,2.2722,2.27664666666667,2.29194,2.27448,2.24381,2.27007666666667,2.29848,2.29035,2.27716,2.28866333333333
0.346,2.26899,2.28708,2.26659,2.27422,2.29634,2.27855,2.25357,2.27615333333333,2.30047,2.28952,2.28108,2.29035666666667
0.348,2.2659,2.28761,2.27168,2.27506333333333,2.2972,2.27327,2.2519,2.27412333333333,2.30042,2.29149,2.28503,2.29231333333333
0.35,2.27584,2.28015,2.26915,2.27504666666667,2.28165,2.28226,2.25503,2.27298,2.30259,2.29665,2.27904,2.29276
0.352,2.2793,2.28145,2.2654,2.27538333333333,2.27509,2.28016,2.25472,2.26999,2.31387,2.28119,2.28083,2.29196333333333
0.354,2.27385,2.27839,2.26921,2.27381666666667,2.28294,2.28297,2.25304,2.27298333333333,2.30291,2.29588,2.27889,2.29256
0.356,2.27172,2.27878,2.27243,2.27431,2.27765,2.28611,2.24915,2.27097,2.29921,2.2925,2.29396,2.29522333333333
0.358,2.27295,2.27381,2.27164,2.2728,2.27391,2.2853,2.24997,2.26972666666667,2.2987,2.29481,2.28345,2.29232
0.36,2.26735,2.27433,2.27641,2.27269666666667,2.27863,2.27461,2.25707,2.27010333333333,2.30021,2.29344,2.28729,2.29364666666667
0.362,2.27004,2.28016,2.2755,2.27523333333333,2.27726,2.27996,2.25485,2.27069,2.29486,2.29863,2.28622,2.29323666666667
0.364,2.25883,2.28704,2.27393,2.27326666666667,2.27169,2.28268,2.25117,2.26851333333333,2.30522,2.2936,2.29108,2.29663333333333
0.366,2.26298,2.28581,2.2728,2.27386333333333,2.27365,2.29086,2.25757,2.27402666666667,2.30451,2.29371,2.28714,2.29512
0.368,2.26189,2.28239,2.27718,2.27382,2.26889,2.28377,2.25477,2.26914333333333,2.29163,2.29506,2.29657,2.29442
0.37,2.25854,2.27885,2.2751,2.27083,2.28631,2.27893,2.2582,2.27448,2.29919,2.30382,2.30025,2.30108666666667
0.372,2.25865,2.27823,2.27081,2.26923,2.28203,2.28062,2.26136,2.27467,2.29812,2.30998,2.29593,2.30134333333333
0.374,2.2537,2.27097,2.26201,2.26222666666667,2.28037,2.27936,2.26762,2.27578333333333,2.29363,2.30264,2.2969,2.29772333333333
0.376,2.26398,2.28056,2.27318,2.27257333333333,2.28185,2.27895,2.26463,2.27514333333333,2.29059,2.29749,2.29053,2.29287
0.378,2.25976,2.26547,2.26559,2.26360666666667,2.27665,2.28654,2.26464,2.27594333333333,2.29319,2.29331,2.29771,2.29473666666667
0.38,2.25783,2.27337,2.267,2.26606666666667,2.27261,2.2854,2.26569,2.27456666666667,2.28947,2.29347,2.28846,2.29046666666667
0.382,2.2592,2.27083,2.27199,2.26734,2.27969,2.28331,2.26764,2.27688,2.29659,2.28796,2.28757,2.29070666666667
0.384,2.25491,2.27686,2.26426,2.26534333333333,2.28581,2.2822,2.26538,2.27779666666667,2.29879,2.28572,2.28182,2.28877666666667
0.386,2.26544,2.27037,2.27084,2.26888333333333,2.27467,2.2971,2.25883,2.27686666666667,2.2957,2.29617,2.28765,2.29317333333333
0.388,2.2659,2.27016,2.28057,2.27221,2.27472,2.28955,2.25676,2.27367666666667,2.29341,2.2966,2.29184,2.29395
