Time (ps),R1_WT,R2_WT,R3_WT,AVG_WT,R1_C391R,R2_C391R,R3_C391R,AVG_C391R,R1_419X,R2_419X,R3_419X,AVG_419X
13178,-557549.125,-558366.125,-558910.3125,-558275.1875,-558584.9375,-557095.3125,-559067.875,-558249.375,-562056.875,-559177.75,-559978,-560404.208333333
13180,-558259.3125,-559781.25,-557769.5,-558603.354166667,-560561.25,-559758.4375,-560623.375,-560314.354166667,-559089.4375,-561090.6875,-561501,-560560.375
13182,-556832.375,-557298.0625,-559013.5,-557714.645833333,-558693.1875,-558948.5,-559640.6875,-559094.125,-558804.5,-559205.8125,-558618.6875,-558876.333333333
13184,-558358,-557753.5,-558544.125,-558218.541666667,-557936.125,-558159.75,-559137.0625,-558410.979166667,-558973.1875,-560058.875,-560252,-559761.354166667
13186,-558818.6875,-560095.4375,-558425.125,-559113.083333333,-560636.75,-560298.625,-557382,-559439.125,-559216.4375,-561894.875,-558399.5625,-559836.958333333
13188,-557657.3125,-556843.75,-559036.5,-557845.854166667,-557986.125,-560468,-561257.875,-559904,-560691.4375,-559174.875,-558817.75,-559561.354166667
13190,-559207.1875,-557613.625,-557653.4375,-558158.083333333,-559584.625,-560359.625,-558070.25,-559338.166666667,-558821.6875,-560845.125,-559813,-559826.604166667
13192,-560726.75,-558708.75,-559966.4375,-559800.645833333,-558011.4375,-557528,-560572.1875,-558703.875,-558354.125,-557501.3125,-558816.5,-558223.979166667
13194,-559025.25,-558224.5625,-559082.4375,-558777.416666667,-556917.625,-558016.75,-560379.1875,-558437.854166667,-557056.8125,-559544.125,-560585.375,-559062.104166667
13196,-558522.3125,-557461.25,-557087.0625,-557690.208333333,-560438.25,-559859.125,-559314.875,-559870.75,-560142.375,-559344.3125,-558827.5,-559438.0625
13198,-559169.375,-558492.4375,-559056.6875,-558906.166666667,-557860.9375,-558184.375,-556847.25,-557630.854166667,-559264.1875,-559803.375,-559127.625,-559398.395833333
13200,-557571.625,-557795.5625,-557235.375,-557534.1875,-558949.25,-557497.8125,-558757,-558401.354166667,-559183.375,-560745.75,-558447.5625,-559458.895833333
13202,-558813.0625,-556691.125,-556969.5,-557491.229166667,-559960.625,-560076.6875,-559091.625,-559709.645833333,-558871.25,-560304.75,-557582.1875,-558919.395833333
13204,-560203.75,-559131.1875,-558846.125,-559393.6875,-559713.625,-560130,-559003.375,-559615.666666667,-558648.9375,-558798.75,-557720.875,-558389.520833333
13206,-559041.875,-557415.375,-559531.625,-558662.958333333,-560020.8125,-556916.1875,-561066.1875,-559334.395833333,-558981.9375,-560177,-558076.1875,-559078.375
13208,-558252.5,-559096.25,-556971.375,-558106.708333333,-558109.75,-556897.8125,-558787.9375,-557931.833333333,-562027.875,-562405.1875,-558906.5,-561113.1875
13210,-557888.75,-558690.875,-558116.375,-558232,-558341.8125,-556418.875,-558317.625,-557692.770833333,-562086.0625,-560520.75,-559265.8125,-560624.208333333
13212,-558489.75,-560949.625,-559240.125,-559559.833333333,-558243.5625,-559056.5,-560156.375,-559152.145833333,-558734.875,-558787.375,-560519.625,-559347.291666667
13214,-559211.125,-557562.8125,-559663.375,-558812.4375,-557580.75,-558416.9375,-558772.375,-558256.6875,-558280,-559574.875,-561003.625,-559619.5
13216,-556006.375,-559837.9375,-558295.5625,-558046.625,-559551.75,-558317.25,-556892.25,-558253.75,-560496.25,-558355,-558845.4375,-559232.229166667
13218,-558941.0625,-557426.4375,-559991.6875,-558786.395833333,-560315.1875,-560265.75,-557746.1875,-559442.375,-561538.625,-559969.5,-557624.8125,-559710.979166667
13220,-557679.1875,-560776.9375,-561162.125,-559872.75,-558161.1875,-560203.625,-558840.875,-559068.5625,-558552.875,-560043.5625,-560119.3125,-559571.916666667
13222,-558758.625,-557589,-559759.5,-558702.375,-561311.75,-555763.5,-558676,-558583.75,-559240.9375,-559490.25,-558479.1875,-559070.125
13224,-560268.8125,-557209.375,-559215.75,-558897.979166667,-559308.4375,-556943.875,-558580.25,-558277.520833333,-560618.8125,-558688.875,-559721.5,-559676.395833333
13226,-557344.8125,-557732.8125,-560057.8125,-558378.479166667,-556296.875,-558955.375,-558875.75,-558042.666666667,-559596.8125,-561075.125,-560864.125,-560512.020833333
13228,-559587.375,-556252.625,-558823.6875,-558221.229166667,-559353.75,-560305.625,-556630.8125,-558763.395833333,-560568.125,-559066.3125,-560084.0625,-559906.166666667
13230,-559750.875,-559187.5625,-557654.5,-558864.3125,-557984.6875,-558100.375,-559791.4375,-558625.5,-558932.75,-560328.25,-559824.3125,-559695.104166667
13232,-557622.875,-559628.6875,-557811.25,-558354.270833333,-559137.3125,-559569.0625,-560787.5,-559831.291666667,-556573.125,-559321.75,-561494.6875,-559129.854166667
13234,-557215.8125,-559950,-557339.5,-558168.4375,-559391.125,-559204.9375,-557545.875,-558713.979166667,-559407.5,-558700,-560186.375,-559431.291666667
13236,-559013.25,-560266.5,-559342.875,-559540.875,-556534.25,-559097.75,-558462.8125,-558031.604166667,-558675.5625,-558438.625,-561630.75,-559581.645833333
13238,-560361.4375,-558456.875,-557993.6875,-558937.333333333,-560052.875,-560527.75,-557370.625,-559317.083333333,-560410.75,-560121.5,-560419.125,-560317.125
13240,-560767.6875,-557596.8125,-555990.125,-558118.208333333,-557005.75,-558753.75,-559217.875,-558325.791666667,-558896.5625,-560150,-560259.25,-559768.604166667
13242,-559039.375,-556200.0625,-558506.625,-557915.354166667,-558909,-557064.875,-558064.6875,-558012.854166667,-560366.1875,-558563.1875,-559423.375,-559450.916666667
13244,-557947.875,-561210.6875,-559129.625,-559429.395833333,-556166.375,-559261.75,-556097.375,-557175.166666667,-562926.625,-557920.0625,-559555.375,-560134.020833333
13246,-558374.25,-559118.5625,-558667.75,-558720.1875,-560196.6875,-558819.5625,-557781.8125,-558932.6875,-559607.6875,-559572.25,-560093.375,-559757.770833333
13248,-556568.125,-558322.75,-559574,-558154.958333333,-558936.875,-558733.5,-559881.9375,-559184.104166667,-559801.125,-559602.25,-561051.1875,-560151.520833333
13250,-559615.8125,-559232.4375,-558247.375,-559031.875,-557247.1875,-558794.5625,-559673.625,-558571.791666667,-561170.125,-559758.5625,-556545.1875,-559157.958333333
13252,-562634.5625,-562203.875,-557871.875,-560903.4375,-556497.125,-558329.5,-557086.375,-557304.333333333,-560249.9375,-558541.625,-558486.4375,-559092.666666667
13254,-559273.875,-560621.25,-557582.625,-559159.25,-556029.9375,-558309.375,-559165.125,-557834.8125,-559538.375,-558583.25,-560806.5,-559642.708333333
13256,-558887.8125,-557589.25,-558914.0625,-558463.708333333,-558952.375,-558383.8125,-558329.3125,-558555.166666667,-558112.125,-560950.625,-562631.4375,-560564.729166667
13258,-558612.5,-558069.75,-558881.75,-558521.333333333,-559079.6875,-561985.5,-557297.125,-559454.104166667,-560492.25,-559452.75,-560137,-560027.333333333
13260,-558569.125,-557089.875,-559624.6875,-558427.895833333,-556467,-559524.875,-559339.4375,-558443.770833333,-557799.3125,-560121.6875,-559530.25,-559150.416666667
13262,-556476.625,-560655.875,-559046.0625,-558726.1875,-558366.75,-562524.625,-560556.1875,-560482.520833333,-560760,-559453.875,-561762.25,-560658.708333333
13264,-557426.1875,-558544.4375,-559897.3125,-558622.645833333,-559518.5,-558012.25,-559858,-559129.583333333,-560010.125,-560494.0625,-559861.875,-560122.020833333
13266,-559259,-558224.8125,-558859.125,-558780.979166667,-558362.1875,-560224.375,-558394.25,-558993.604166667,-559686.625,-558873.375,-557515.4375,-558691.8125
13268,-558115.8125,-558008.625,-557430.8125,-557851.75,-559814.75,-557362.375,-559499,-558892.041666667,-559259.875,-555838.4375,-561736.0625,-558944.791666667
13270,-558712.625,-558341.25,-557621.375,-558225.083333333,-559302.125,-559122.625,-560359.375,-559594.708333333,-561996.125,-559915.1875,-559699.6875,-560537
13272,-558736,-561171.25,-556809.4375,-558905.5625,-556940.125,-558003.5,-555599.9375,-556847.854166667,-558763.0625,-559701.625,-556945.0625,-558469.916666667
13274,-559062.75,-559585.125,-556274.6875,-558307.520833333,-558035.1875,-561266.8125,-558030.75,-559110.916666667,-560228.9375,-558821.3125,-559961.625,-559670.625
13276,-558224.5625,-560549.75,-558185,-558986.4375,-555572.9375,-557756.625,-558121.5625,-557150.375,-558944.875,-560744.9375,-561803.625,-560497.8125
13278,-558155.3125,-558337.5625,-560086.9375,-558859.9375,-557942,-559319.25,-557500.625,-558253.958333333,-556208.9375,-558243.25,-560935.75,-558462.645833333
13280,-556929.25,-560207.8125,-555869.4375,-557668.833333333,-559292.75,-559466.6875,-556816.375,-558525.270833333,-559850.875,-559397.5,-561752.0625,-560333.479166667
13282,-557144.125,-557790.25,-558453.25,-557795.875,-558468.25,-558154.1875,-558906.25,-558509.5625,-558432.5625,-560230.8125,-559635.875,-559433.083333333
13284,-558569.8125,-559012.6875,-557600.875,-558394.458333333,-556658.5625,-561344.5,-556881,-558294.6875,-557502.25,-559703.125,-558010.0625,-558405.145833333
13286,-559456,-559182.75,-557508.625,-558715.791666667,-560987.875,-560195.25,-558410.625,-559864.583333333,-560500.75,-560236.3125,-560502.75,-560413.270833333
13288,-558098.75,-557988.875,-556951,-557679.541666667,-555863.75,-557742.5,-560969.875,-558192.041666667,-556622.625,-561766.875,-558227.0625,-558872.1875
13290,-559151.8125,-558240.375,-557464.875,-558285.6875,-558103.25,-555758,-558107.5625,-557322.9375,-557813.625,-557437.5,-560392,-558547.708333333
13292,-558679.625,-557160.9375,-558832.125,-558224.229166667,-559852.125,-561687.125,-558081.5625,-559873.604166667,-558638.75,-559811.25,-559116.5625,-559188.854166667
13294,-558112.5,-557800.75,-559325.25,-558412.833333333,-560935.625,-557429,-560505.0625,-559623.229166667,-560858.875,-561320.625,-559704.5,-560628
13296,-560219.625,-558383.375,-557546.6875,-558716.5625,-559409.6875,-558341.9375,-558068,-558606.541666667,-559281.875,-562439.1875,-561218.4375,-560979.833333333
13298,-557907.625,-559262.25,-560247.375,-559139.083333333,-559959.625,-558371.375,-558780.6875,-559037.229166667,-558706.3125,-559620.1875,-557352.125,-558559.541666667
13300,-558401.4375,-556990.125,-557233.875,-557541.8125,-560236.625,-559434.6875,-557863.8125,-559178.375,-559341.9375,-560001.0625,-560581.875,-559974.958333333
13302,-559423.0625,-556043.625,-560490.25,-558652.3125,-557103,-559072.5,-560526,-558900.5,-558153.625,-561397.8125,-558546.5,-559365.979166667
13304,-558074.25,-559685.125,-561127.6875,-559629.020833333,-558332.625,-557163.5625,-557825.375,-557773.854166667,-558643.8125,-559632.1875,-562490.3125,-560255.4375
13306,-558877.375,-558711.3125,-555339.875,-557642.854166667,-554352.9375,-558490.625,-559422,-557421.854166667,-558608.8125,-560117.75,-558863.625,-559196.729166667
13308,-557716.75,-558075.125,-559510.0625,-558433.979166667,-558411.3125,-558517,-558348,-558425.4375,-559502.375,-560300.875,-562674.9375,-560826.0625
13310,-561549.9375,-556689.375,-555356,-557865.104166667,-559350.125,-556513,-560188.5,-558683.875,-558896.125,-558501.5625,-560930.5,-559442.729166667
13312,-558942.1875,-558940.5625,-559402.8125,-559095.1875,-558751.75,-559884.125,-559205.6875,-559280.520833333,-559720.625,-560453.25,-559400.5,-559858.125
13314,-557196.625,-560447.25,-559206.75,-558950.208333333,-555868.875,-559737.6875,-558877.4375,-558161.333333333,-558862.375,-559430,-559811.25,-559367.875
13316,-558725.75,-557983.625,-559152.125,-558620.5,-557518.125,-560769.75,-560032.375,-559440.083333333,-561915.25,-559102.9375,-557470.1875,-559496.125
13318,-559478.25,-560523.75,-558388.875,-559463.625,-558941.1875,-557779.875,-558492.875,-558404.645833333,-561894.375,-560652.625,-560036.375,-560861.125
13320,-559173.75,-560032.125,-559291.5,-559499.125,-559735.875,-559271.25,-555445.75,-558150.958333333,-557434.125,-559955.875,-561773.1875,-559721.0625
13322,-556991.4375,-559721.875,-557604.375,-558105.895833333,-558238,-557777.75,-559256.0625,-558423.9375,-559606.9375,-558143.375,-561768.375,-559839.5625
13324,-559392.4375,-560715.6875,-555792,-558633.375,-556687.75,-561931.625,-557756.875,-558792.083333333,-561677.0625,-561531.25,-559579.6875,-560929.333333333
13326,-558480,-557838.9375,-558625.125,-558314.6875,-559145.875,-559590.9375,-559531.5,-559422.770833333,-559623.375,-557195.8125,-560319.125,-559046.104166667
13328,-560470.125,-557027.125,-558275,-558590.75,-559095.625,-559628,-557033.4375,-558585.6875,-559686,-557291,-559605.375,-558860.791666667
13330,-560536.5,-558754.75,-559775.125,-559688.791666667,-556529.25,-557685.0625,-557683.875,-557299.395833333,-560693.0625,-559493,-558664,-559616.6875
13332,-556570.25,-558583.625,-559386.5625,-558180.145833333,-559653.75,-560349.875,-554451.8125,-558151.8125,-560878.125,-558104.5,-559119.9375,-559367.520833333
13334,-560040.9375,-556353.75,-560580.75,-558991.8125,-557901.9375,-559930.25,-559772.125,-559201.4375,-557829.375,-557461.5,-558936.125,-558075.666666667
13336,-556864,-555448.9375,-558868.4375,-557060.458333333,-556431.3125,-559018.25,-558149.875,-557866.479166667,-558921.9375,-555992.125,-560081.0625,-558331.708333333
13338,-559353.3125,-556297.75,-558316.9375,-557989.333333333,-560577.0625,-561029.8125,-557767.4375,-559791.4375,-558719,-559717.5,-559945.25,-559460.583333333
13340,-558753,-559021.875,-559439.1875,-559071.354166667,-560242.25,-557071.75,-557818.125,-558377.375,-556373.9375,-559132.625,-560897.5625,-558801.375
13342,-559703.4375,-559687.1875,-557069.9375,-558820.1875,-560479.6875,-558076.25,-557407.6875,-558654.541666667,-558602.625,-559166.75,-560696.3125,-559488.5625
13344,-558865.625,-559042,-559842.5,-559250.041666667,-560520.9375,-558447.375,-559679.6875,-559549.333333333,-558225.875,-560915.625,-558331.125,-559157.541666667
13346,-557843.875,-558815.6875,-557269.5625,-557976.375,-557635.8125,-557373.5,-558072.3125,-557693.875,-558839.5625,-558108.8125,-559446.125,-558798.166666667
13348,-560459.5,-558987.875,-557529.4375,-558992.270833333,-559800.875,-557927.9375,-558922.25,-558883.6875,-560189.1875,-558206.75,-560874.25,-559756.729166667
13350,-556788.375,-557672.9375,-559450.6875,-557970.666666667,-559937.8125,-559401.25,-556785.375,-558708.145833333,-557423.1875,-560092.3125,-560177.8125,-559231.104166667
13352,-557135.375,-558799.625,-561751.5625,-559228.854166667,-560387.25,-559336.6875,-556486.75,-558736.895833333,-558622.5,-559753.9375,-559012.125,-559129.520833333
13354,-558992.75,-557658.3125,-558796.0625,-558482.375,-559188.0625,-558101.0625,-557656.8125,-558315.3125,-560352.5,-557907.3125,-558457.375,-558905.729166667
13356,-559311.125,-559198.5,-557654.8125,-558721.479166667,-560285.3125,-559802.5,-557761.625,-559283.145833333,-558744.375,-559777.8125,-558320.125,-558947.4375
13358,-557928.9375,-556794.75,-558851.625,-557858.4375,-558206.3125,-559890.75,-559351.9375,-559149.666666667,-559255.875,-559571.5625,-559783.625,-559537.020833333
13360,-559655.4375,-556956.9375,-560154.75,-558922.375,-556849.9375,-560001.5,-561013.125,-559288.1875,-560806.75,-558074.8125,-557621.4375,-558834.333333333
13362,-560471.625,-560095.9375,-559621.6875,-560063.083333333,-558480.8125,-560885.6875,-559883.25,-559749.916666667,-558523.8125,-560695.5625,-559109.625,-559443
13364,-559470.75,-556703.625,-556699.1875,-557624.520833333,-558497.4375,-560628.875,-557532.625,-558886.3125,-560414.625,-558399.5,-560222.5,-559678.875
13366,-559433.1875,-559699.125,-556538.875,-558557.0625,-557228.125,-559628.6875,-559793.75,-558883.520833333,-559176.625,-560923.25,-560997,-560365.625
13368,-559313.75,-559482.75,-558346,-559047.5,-557809.625,-558777.375,-559252.1875,-558613.0625,-561188,-556998.75,-558264.8125,-558817.1875
13370,-557759.5625,-560586.625,-557890.3125,-558745.5,-559510.8125,-561324.5,-559770.375,-560201.895833333,-559178.25,-560001.625,-558315.625,-559165.166666667
13372,-559017.9375,-558977.25,-558096.125,-558697.104166667,-556948.1875,-561422.375,-557797.5,-558722.6875,-559651.9375,-559016.875,-559184.6875,-559284.5
13374,-559661.5,-557531.875,-559065.5625,-558752.979166667,-557338.625,-559676.125,-562096.25,-559703.666666667,-560150.375,-558953,-558532.625,-559212
13376,-560419.25,-558662.0625,-558831.625,-559304.3125,-557220.375,-557585.3125,-556757.625,-557187.770833333,-561802.625,-559206.75,-560644.5625,-560551.3125
13378,-556774.25,-559314.25,-557692.5,-557927,-559699.125,-560263.625,-558444.4375,-559469.0625,-557724.5,-559293.4375,-559955.4375,-558991.125
13380,-559533.375,-557112.375,-558529.125,-558391.625,-559328.875,-556502.25,-558785.5,-558205.541666667,-558851.3125,-558098.8125,-557582.4375,-558177.520833333
13382,-558712.625,-560455.625,-558836.3125,-559334.854166667,-557460.5625,-558003,-560146.6875,-558536.75,-558987.5,-560468.875,-561233.375,-560229.916666667
13384,-558893.625,-557406.875,-557808,-558036.166666667,-558568.375,-557897.625,-558684,-558383.333333333,-558808.75,-560928.6875,-559923.25,-559886.895833333
13386,-559037.75,-556872.8125,-560129.5,-558680.020833333,-555665.75,-558190.875,-559207.25,-557687.958333333,-560644.375,-559420.125,-558340.375,-559468.291666667
13388,-558240.75,-557505.5625,-557841.5,-557862.604166667,-560394.5,-559014.25,-559566,-559658.25,-561207.375,-558190.5625,-558682.875,-559360.270833333
13390,-557666,-559113.6875,-558481.625,-558420.4375,-558880.75,-560535.0625,-558922.625,-559446.145833333,-558277.125,-558987.125,-560368,-559210.75
13392,-557003,-556514.4375,-558729.1875,-557415.541666667,-559980,-557164.875,-557846.1875,-558330.354166667,-560289.375,-558272.875,-558032.875,-558865.041666667
13394,-560199.375,-558897.5,-557606.0625,-558900.979166667,-557491.875,-559839.625,-558620.375,-558650.625,-557524.125,-560685.125,-560577.3125,-559595.520833333
13396,-559640.875,-560858.4375,-561195.75,-560565.020833333,-556771.75,-557740.5,-559840.875,-558117.708333333,-558179.75,-558588.625,-557446.1875,-558071.520833333
13398,-558447.125,-558897.25,-558647.875,-558664.083333333,-557454.6875,-561836.375,-559383.625,-559558.229166667,-561856.6875,-557503.0625,-559848.875,-559736.208333333
13400,-556318.75,-556351.125,-557459.9375,-556709.9375,-558688.3125,-558801.125,-559726.125,-559071.854166667,-558464.8125,-560215.25,-560877.875,-559852.645833333
13402,-558658.75,-559788.25,-558464.6875,-558970.5625,-558388.375,-558366.375,-558549.4375,-558434.729166667,-561068,-559822.4375,-559527.375,-560139.270833333
13404,-558216.125,-557957.875,-557680.125,-557951.375,-560626.3125,-557023.6875,-559409.875,-559019.958333333,-561136.125,-560613.3125,-560908.5,-560885.979166667
13406,-559635.6875,-557930,-559121.5,-558895.729166667,-559885.75,-558132.75,-557370.125,-558462.875,-561020,-559320.1875,-560164.875,-560168.354166667
13408,-557924.125,-558260.375,-560758.3125,-558980.9375,-557421.6875,-557611.4375,-556794.5625,-557275.895833333,-561626.5,-560773.5,-559802.0625,-560734.020833333
13410,-559146.8125,-559855.125,-559847.1875,-559616.375,-556760.875,-557631.375,-558773.75,-557722,-558223.75,-557599.375,-560195.0625,-558672.729166667
13412,-560221.25,-557275,-556487.375,-557994.541666667,-559265,-556946,-557015.125,-557742.041666667,-559345.1875,-560058,-558331.875,-559245.020833333
13414,-557004.5625,-556880.125,-559488.1875,-557790.958333333,-556174.4375,-558706.125,-559176.25,-558018.9375,-558865,-558028.5,-561738.25,-559543.916666667
13416,-555295.5,-560137.0625,-557909.5625,-557780.708333333,-559377.875,-559227.0625,-559815.75,-559473.5625,-558654.3125,-555995.5,-559180.6875,-557943.5
13418,-560221,-557691.3125,-559625.9375,-559179.416666667,-558131.75,-557302.75,-560257.6875,-558564.0625,-558699.625,-560288.625,-559015.1875,-559334.479166667
13420,-560383.875,-559075.4375,-557677.5625,-559045.625,-559371.125,-556516.375,-557325.75,-557737.75,-556924.125,-558625.5625,-561496.125,-559015.270833333
13422,-559552.8125,-559800,-559723.875,-559692.229166667,-557473.25,-561882.5625,-561488.125,-560281.3125,-559745.9375,-561913.875,-559446.25,-560368.6875
13424,-559833.875,-557422.25,-557872.3125,-558376.145833333,-559448,-559936.5625,-559148.5,-559511.020833333,-560600.5625,-557484.25,-560780.875,-559621.895833333
13426,-558971.125,-556052.625,-557836.25,-557620,-559010.4375,-559583.625,-560017.25,-559537.104166667,-559762.5,-556778.625,-560874.5,-559138.541666667
13428,-558969.25,-559126.625,-555183.8125,-557759.895833333,-560272.4375,-557719.4375,-560789.9375,-559593.9375,-559001.5,-560549.375,-559811.5,-559787.458333333
13430,-560495,-558849.3125,-559606.375,-559650.229166667,-560024.375,-560144.75,-558123.875,-559431,-557800.125,-561352.9375,-557380,-558844.354166667
13432,-557708.5,-555837.5625,-558919.0625,-557488.375,-558132.0625,-560744,-559448.8125,-559441.625,-560798,-558902.25,-561028.9375,-560243.0625
13434,-556298.625,-561478.5,-559992.25,-559256.458333333,-561191.625,-556286.6875,-557929,-558469.104166667,-559219.625,-558979.6875,-560253.4375,-559484.25
13436,-559615.5,-559717.125,-557691,-559007.875,-559237.3125,-559769.4375,-560986.625,-559997.791666667,-560236.875,-556220.4375,-559551.9375,-558669.75
13438,-559964.5,-559772.1875,-559359.4375,-559698.708333333,-558613.3125,-558906.875,-559110.875,-558877.020833333,-557438.5625,-558203.0625,-559229.625,-558290.416666667
13440,-558250.25,-558161.4375,-557927.8125,-558113.166666667,-555252.5625,-558394.625,-556804.3125,-556817.166666667,-561640.625,-559905.375,-556347.875,-559297.958333333
13442,-557253,-560965.0625,-559169.25,-559129.104166667,-559422.5,-560382.5,-560080.1875,-559961.729166667,-559823.0625,-559883.75,-558685.4375,-559464.083333333
13444,-558550.5,-560195.875,-557929.375,-558891.916666667,-556457.625,-555582.9375,-558560.3125,-556866.958333333,-560162.4375,-559344.8125,-559280.625,-559595.958333333
13446,-558870.5625,-558117.5,-557980.375,-558322.8125,-557353.75,-558373.5625,-559785,-558504.104166667,-558528.3125,-560788.375,-558138.375,-559151.6875
13448,-558901.75,-557692.0625,-557462.75,-558018.854166667,-559890.3125,-558179.8125,-561592.75,-559887.625,-557384.375,-561997.8125,-558517.9375,-559300.041666667
13450,-558093.375,-559481.6875,-558647.125,-558740.729166667,-561405.75,-558491.375,-557954.25,-559283.791666667,-560433.5,-558560.25,-558715.4375,-559236.395833333
13452,-560240.5625,-557786,-559854.125,-559293.5625,-557748.1875,-558514.5,-557519.5,-557927.395833333,-559558.375,-557993.875,-558535.125,-558695.791666667
13454,-557970.75,-557146.375,-557547.375,-557554.833333333,-558471.25,-558333.1875,-559169.875,-558658.104166667,-558763.5,-557406.875,-558353.8125,-558174.729166667
13456,-558470.125,-558406.5,-558649.625,-558508.75,-559444.1875,-558755.6875,-557671.3125,-558623.729166667,-559393.625,-562524,-562200.1875,-561372.604166667
13458,-559715.75,-559154,-557982.5625,-558950.770833333,-559578.25,-556413.375,-557603.5,-557865.041666667,-557485.5,-558825.125,-558925.25,-558411.958333333
13460,-557799.1875,-558866.75,-558641.25,-558435.729166667,-557991,-559417.8125,-556872.375,-558093.729166667,-560254.0625,-561529,-561171.9375,-560985
13462,-558570.5,-559110.9375,-559068.125,-558916.520833333,-558126.75,-558050.5,-558776.375,-558317.875,-562461.125,-559711.1875,-558132.875,-560101.729166667
13464,-558555.8125,-557053,-557166.375,-557591.729166667,-560398.25,-556004.75,-557524.25,-557975.75,-558629.1875,-558616.9375,-560531.8125,-559259.3125
13466,-560075.125,-556150,-558678.625,-558301.25,-559210.375,-560007.5,-557170,-558795.958333333,-558365,-558136.5625,-564834.6875,-560445.416666667
13468,-558279.75,-558885,-558075.875,-558413.541666667,-559373.1875,-556355.625,-559558.125,-558428.979166667,-559210.5625,-557825.6875,-560342.375,-559126.208333333
13470,-559118.875,-558693.1875,-557897.875,-558569.979166667,-558630.5,-556932.25,-560865.25,-558809.333333333,-555812.9375,-561149.125,-560853.125,-559271.729166667
13472,-559679.4375,-557155.9375,-558871.1875,-558568.854166667,-557021,-557682.375,-560286.8125,-558330.0625,-561750.8125,-559763.125,-557510.25,-559674.729166667
13474,-559127.125,-558687.4375,-559233.375,-559015.979166667,-558469.875,-556942.75,-558235.875,-557882.833333333,-558583.0625,-559439,-561042.1875,-559688.083333333
13476,-558910.125,-559310.625,-559725.25,-559315.333333333,-558094,-558731,-557608,-558144.333333333,-561850.625,-558675,-560187.375,-560237.666666667
13478,-557012.25,-558438.4375,-558951.375,-558134.020833333,-557727.0625,-561187.25,-557831.625,-558915.3125,-560298.6875,-559379.75,-559519.125,-559732.520833333
13480,-558141.1875,-559566.6875,-557768.4375,-558492.104166667,-557476.75,-560319.25,-560668.0625,-559488.020833333,-560164.5625,-557132.25,-558750.1875,-558682.333333333
13482,-559214.25,-559212.0625,-559973.6875,-559466.666666667,-556833.375,-557251.75,-559467,-557850.708333333,-558558.4375,-558549.5625,-559541.4375,-558883.145833333
13484,-559129.125,-557660.625,-558868.25,-558552.666666667,-558951.3125,-558332.9375,-557575.3125,-558286.520833333,-558208.0625,-559396.25,-557529.375,-558377.895833333
13486,-559974.375,-559227,-559610.6875,-559604.020833333,-559441.875,-558334.125,-558535.625,-558770.541666667,-562060.25,-561181.5625,-561146.375,-561462.729166667
13488,-559689.625,-559024.5,-557396.875,-558703.666666667,-556211.3125,-557179,-558939.125,-557443.145833333,-560416.3125,-559392.25,-559806.9375,-559871.833333333
13490,-560784.6875,-558495.125,-556059.25,-558446.354166667,-558295.5,-560854.5625,-558661,-559270.354166667,-559391.0625,-560308.25,-558898.5625,-559532.625
13492,-556677.9375,-558748,-558037.8125,-557821.25,-558926.625,-558666.5625,-559485.4375,-559026.208333333,-558222,-558394.9375,-558849.9375,-558488.958333333
13494,-558741.5,-558461.75,-557818.875,-558340.708333333,-558566.375,-561278.1875,-557958.3125,-559267.625,-561969.625,-560523.5,-558320.25,-560271.125
13496,-559645.5,-560148.75,-559519.625,-559771.291666667,-560240.9375,-558881.875,-557564.75,-558895.854166667,-559655,-560241.875,-559474.625,-559790.5
13498,-559371.5,-556638.4375,-558507.75,-558172.5625,-560021.375,-556766.625,-560832.75,-559206.916666667,-559688.9375,-560783.0625,-559066.375,-559846.125
13500,-557727.4375,-559266.5625,-557376.125,-558123.375,-556983.375,-559415.0625,-559159.625,-558519.354166667,-557524.625,-558181.625,-560486.875,-558731.041666667
13502,-558753.625,-558338.125,-558602.4375,-558564.729166667,-556610.75,-556975.125,-557995.75,-557193.875,-560177.4375,-561117,-559544.75,-560279.729166667
13504,-560168.25,-557356.25,-558046.9375,-558523.8125,-559675.5,-559456.9375,-558797.125,-559309.854166667,-560051.75,-560573.625,-560226.4375,-560283.9375
13506,-557589.875,-557496.25,-557625.4375,-557570.520833333,-558338.0625,-556675.25,-559079.125,-558030.8125,-558903.1875,-558334.25,-559153.6875,-558797.041666667
13508,-558442,-557372.5,-557878.3125,-557897.604166667,-558097.6875,-557034.5,-560306.125,-558479.4375,-561535.3125,-560512.4375,-559884.625,-560644.125
13510,-557807.0625,-557937.625,-558624.125,-558122.9375,-558371.625,-556348.5,-556369,-557029.708333333,-559530.4375,-560000.0625,-560350.75,-559960.416666667
13512,-558763.4375,-558813.3125,-557168.4375,-558248.395833333,-560956.0625,-560156.8125,-559986.5625,-560366.479166667,-558009.5625,-560998.4375,-560621.875,-559876.625
13514,-557219.5,-559317.75,-556817.8125,-557785.020833333,-559483.25,-558954.75,-559423.0625,-559287.020833333,-559420.4375,-558480.875,-557806.5,-558569.270833333
13516,-559861.1875,-559287.375,-555751.875,-558300.145833333,-560768.8125,-559983.75,-560474.25,-560408.9375,-561208.6875,-560644.5625,-558613.75,-560155.666666667
13518,-556475.5,-556907.1875,-557787.25,-557056.645833333,-561288.0625,-560084.5625,-556791.0625,-559387.895833333,-557931.9375,-560145.6875,-560992.75,-559690.125
