Time (ps),R1_WT,R2_WT,R3_WT,AVG_WT,R1_C391R,R2_C391R,R3_C391R,AVG_C391R,R1_419X,R2_419X,R3_419X,AVG_419X
2336,199.614,195.081,198.156,197.617,197.859,198.395,201.421,199.225,197.441,199.721,204.407,200.523
2338,200.764,194.828,198.985,198.192333333333,196.271,200.009,199.414,198.564666666667,199.637,202.102,204.99,202.243
2340,201.031,196.351,198.672,198.684666666667,196.642,200.899,202.395,199.978666666667,198.683,200.805,202.16,200.549333333333
2342,202.204,197.754,200.279,200.079,195.254,199.692,200.353,198.433,197.938,200.084,202.125,200.049
2344,198.966,194.821,199.744,197.843666666667,196.825,200.948,201.768,199.847,201.429,199.777,206.742,202.649333333333
2346,195.516,196.207,199.99,197.237666666667,195.703,199.917,199.435,198.351666666667,200.226,201.901,205.423,202.516666666667
2348,199.905,195.93,198.416,198.083666666667,196.723,201.293,200.19,199.402,201.051,199.994,201.992,201.012333333333
2350,196.551,194.608,198.92,196.693,195.466,198.248,204.111,199.275,200.33,200.33,203.468,201.376
2352,198.26,193.881,201.484,197.875,197.008,198.079,200.496,198.527666666667,201.519,201.318,203.939,202.258666666667
2354,197.709,196.194,200.024,197.975666666667,197.776,201.466,202.385,200.542333333333,200.676,200.94,202.577,201.397666666667
2356,198.428,196.421,200.309,198.386,195.055,198.436,200.7,198.063666666667,199.859,205.48,203.373,202.904
2358,198.436,194.565,200.089,197.696666666667,196.337,198.775,203.178,199.43,201.623,201.189,203.697,202.169666666667
2360,200.11,192.013,199.456,197.193,196.25,200.058,204.106,200.138,199.602,199.259,204.132,200.997666666667
2362,199.863,199.284,199.606,199.584333333333,195.317,197.858,200.457,197.877333333333,198.237,200.727,204.789,201.251
2364,200.13,195.403,198.345,197.959333333333,193.641,199.514,204.719,199.291333333333,198.215,201.788,205.925,201.976
2366,197.117,198.651,200.164,198.644,195.723,198.846,201.99,198.853,199.951,203.239,204.537,202.575666666667
2368,198.84,196.056,199.334,198.076666666667,197.061,199.811,202.432,199.768,202.146,202.351,204.424,202.973666666667
2370,201.447,196.697,200.327,199.490333333333,195.297,198.367,200.521,198.061666666667,201.444,199.671,203.559,201.558
2372,197.903,194.779,200.141,197.607666666667,193.938,199.531,201.647,198.372,201.449,202.31,202.336,202.031666666667
2374,201.54,196.106,199.471,199.039,194.906,199.054,203.604,199.188,198.772,201.115,205.801,201.896
2376,203.992,195.14,201.4,200.177333333333,197.122,201.966,199.997,199.695,198.841,201.364,201.718,200.641
2378,202.296,196.465,197.808,198.856333333333,197.683,199.751,203.504,200.312666666667,197.439,201.898,203.617,200.984666666667
2380,199.226,195.515,200.948,198.563,198.784,201.751,203.58,201.371666666667,197.943,203.664,203.107,201.571333333333
2382,201.885,201.352,199.657,200.964666666667,201.722,203.797,202.657,202.725333333333,195.817,199.913,203.018,199.582666666667
2384,198.29,199.839,200.923,199.684,200.458,200.622,200.888,200.656,197.308,201.899,200.765,199.990666666667
2386,197.044,199.113,200.405,198.854,198.184,201.078,200.027,199.763,199.119,201.886,204.086,201.697
2388,198.972,195.127,200.094,198.064333333333,197.094,201.384,197.987,198.821666666667,198.56,199.703,202.166,200.143
2390,196.407,196.757,199.356,197.506666666667,196.934,200.846,200.959,199.579666666667,200.747,200.156,202.73,201.211
2392,196.569,198.586,200.916,198.690333333333,197.502,198.345,201.494,199.113666666667,197.963,198.703,203.216,199.960666666667
2394,197.651,194.454,200.121,197.408666666667,196.235,199.804,200.087,198.708666666667,196.619,201.945,203.892,200.818666666667
2396,196.478,197.115,201.21,198.267666666667,195.368,200.927,199.819,198.704666666667,200.303,204.667,204.701,203.223666666667
2398,195.643,197.383,199.561,197.529,196.855,200.923,203.428,200.402,198.884,200.686,203.365,200.978333333333
2400,197.433,194.904,199.768,197.368333333333,200.88,200.385,202.756,201.340333333333,198.557,203.104,206.209,202.623333333333
2402,200.113,194.922,199.305,198.113333333333,197.206,201.696,201.295,200.065666666667,199.435,203.078,205.225,202.579333333333
2404,199.2,197.422,201.257,199.293,198.891,201.168,201.529,200.529333333333,202.275,204.9,204.163,203.779333333333
2406,199.85,198.696,200.568,199.704666666667,199.554,202.679,201.473,201.235333333333,200.725,202.797,204.918,202.813333333333
2408,197.917,196.128,199.568,197.871,197.741,200.903,197.856,198.833333333333,198.205,204.819,207.038,203.354
2410,197.581,197.101,200.753,198.478333333333,197.505,202.602,201.767,200.624666666667,200.34,202.573,203.856,202.256333333333
2412,200.443,194.502,201.835,198.926666666667,198.618,201.983,201.459,200.686666666667,197.974,200.087,204.066,200.709
2414,198.706,197.3,200.787,198.931,197.928,199.209,201.581,199.572666666667,200.415,199.03,207.189,202.211333333333
2416,199.062,195.243,202.15,198.818333333333,197.169,199.451,201.26,199.293333333333,198.73,198.883,205.748,201.120333333333
2418,196.268,197.041,201.419,198.242666666667,197.009,197.393,198.704,197.702,196.566,202.615,204.433,201.204666666667
2420,198.197,195.584,199.494,197.758333333333,196.708,202.063,199.396,199.389,198.157,201.509,205.971,201.879
2422,196.762,197.207,200.769,198.246,194.205,201.778,200.177,198.72,198.561,201.303,205.644,201.836
2424,196.079,194.901,197.321,196.100333333333,195.76,199.62,198.797,198.059,198.717,205.772,205.074,203.187666666667
2426,198.602,195.319,198.605,197.508666666667,197.377,200.69,198.542,198.869666666667,199.686,204.092,204.125,202.634333333333
2428,197.558,194.579,200.462,197.533,198.983,199.951,199.844,199.592666666667,199.168,205.547,205.592,203.435666666667
2430,197.538,195.511,198.433,197.160666666667,198.184,198.394,198.76,198.446,200.572,202.443,206.543,203.186
2432,197.076,194.334,201.247,197.552333333333,196.034,200.262,197.884,198.06,200.837,203.956,204.975,203.256
2434,199.335,194.913,198.786,197.678,198.301,199.722,198.986,199.003,202.496,201.746,207.325,203.855666666667
2436,197.91,195.613,200.069,197.864,196.199,201.785,201.44,199.808,198.678,206.149,207.938,204.255
2438,196.977,194.076,199.048,196.700333333333,198.68,196.978,202.285,199.314333333333,201.17,202.023,206.868,203.353666666667
2440,194.543,192.715,197.25,194.836,197.835,200.228,202.138,200.067,200.156,202.71,207.025,203.297
2442,198.607,194.352,200.194,197.717666666667,195.702,199.063,199.541,198.102,200,203.064,206.292,203.118666666667
2444,196.314,194.62,199.006,196.646666666667,199.315,201.163,200.63,200.369333333333,200.517,201.362,204.705,202.194666666667
2446,199.366,193.895,201.117,198.126,197.792,199.238,199.723,198.917666666667,202.403,199.877,208.261,203.513666666667
2448,195.319,195.785,198.476,196.526666666667,195.987,200.668,200.599,199.084666666667,204.116,200.939,206.962,204.005666666667
2450,198.108,197.045,198.088,197.747,196.586,201.171,202.842,200.199666666667,200.191,199.482,207.189,202.287333333333
2452,196.221,192.86,199.019,196.033333333333,196.817,200.553,198.913,198.761,197.434,201.685,206.672,201.930333333333
2454,196.183,191.782,198.125,195.363333333333,195.429,199.853,201.197,198.826333333333,198.274,201.506,207.613,202.464333333333
2456,196.293,194.176,200.031,196.833333333333,195.622,198.628,203.188,199.146,199.998,201.338,206.11,202.482
2458,195.915,197.176,199.645,197.578666666667,199.25,201.956,202.457,201.221,200.021,200.914,204.643,201.859333333333
2460,200.337,195.277,198.062,197.892,198.646,200.34,197.707,198.897666666667,200.763,201.978,204.157,202.299333333333
2462,197.541,194.463,199.804,197.269333333333,197.65,201.021,199.368,199.346333333333,198.909,202.19,205.126,202.075
2464,197.309,193.615,197.947,196.290333333333,198.407,201.246,204.864,201.505666666667,199.752,203.897,203.96,202.536333333333
2466,197.847,192.352,198.954,196.384333333333,195.847,203.124,201.673,200.214666666667,202.895,201.277,205.23,203.134
2468,193.641,193.66,199.018,195.439666666667,195.352,201.412,201.297,199.353666666667,200.94,201.447,204.799,202.395333333333
2470,196.684,195.376,199.374,197.144666666667,196.67,197.447,202.463,198.86,198.457,201.855,203.388,201.233333333333
2472,197.845,191.032,199.74,196.205666666667,196.918,197.219,199.574,197.903666666667,198.915,199.839,203.651,200.801666666667
2474,196.699,194.036,198.32,196.351666666667,196.875,197.939,201.461,198.758333333333,199.236,198.817,202.163,200.072
2476,196.089,194.529,200.546,197.054666666667,195.675,199.641,200.483,198.599666666667,197.661,199.797,205.124,200.860666666667
2478,193.184,195.652,199.11,195.982,197.98,197.645,201.534,199.053,199.092,201.202,203.959,201.417666666667
2480,198.113,196.109,200.042,198.088,195.343,198.592,203.135,199.023333333333,202.531,197.068,206.204,201.934333333333
2482,195.946,196.823,200.232,197.667,196.397,199.722,199.651,198.59,200.549,197.284,203.917,200.583333333333
2484,197.396,195.758,197.409,196.854333333333,194.909,198.22,202.515,198.548,201.033,199.598,202.968,201.199666666667
2486,196.267,196.581,196.235,196.361,197.518,201.432,203.436,200.795333333333,198.826,201.03,205.873,201.909666666667
2488,196.394,195.577,199.084,197.018333333333,195.083,201.503,200.781,199.122333333333,200.439,199.966,206.194,202.199666666667
2490,198.265,196.003,197.879,197.382333333333,193.897,201.539,201.8,199.078666666667,199.06,200.223,201.889,200.390666666667
2492,197.687,196.712,197.945,197.448,195.683,196.693,203.252,198.542666666667,201.694,200.496,203.593,201.927666666667
2494,200.683,196.308,196.743,197.911333333333,197.519,201.951,201.784,200.418,198.878,201.99,201.695,200.854333333333
2496,197.972,194.755,197.926,196.884333333333,198.498,202.33,199.952,200.26,198.547,203.233,202.745,201.508333333333
2498,197.081,195.308,200.499,197.629333333333,197.517,201.615,201.871,200.334333333333,199.384,204.284,206.269,203.312333333333
2500,198.719,197.476,196.683,197.626,199.052,201.449,201.316,200.605666666667,197.765,201.648,205.5,201.637666666667
2502,201.812,195.705,198,198.505666666667,197.916,200.449,199.341,199.235333333333,197.587,200.608,203.606,200.600333333333
2504,197.919,198.82,199.638,198.792333333333,197.84,201.15,201.257,200.082333333333,198.117,200.638,203.592,200.782333333333
2506,198.695,197.74,198.21,198.215,197.745,200.317,201.594,199.885333333333,198.364,199.354,203.104,200.274
2508,199.669,198.127,200.865,199.553666666667,195.2,200.586,200.433,198.739666666667,200.773,200.988,204.161,201.974
2510,196.803,200.623,199.898,199.108,198.425,202.371,200.595,200.463666666667,198.054,198.144,204.296,200.164666666667
2512,197.302,194.494,199.184,196.993333333333,198.321,199.169,197.55,198.346666666667,198.839,199.778,203.447,200.688
2514,196.065,197.003,200.941,198.003,197.763,196.544,199.636,197.981,199.428,200.773,203.863,201.354666666667
2516,194.832,195.785,199.246,196.621,198.014,199.083,199.193,198.763333333333,201.942,201.596,204.268,202.602
2518,195.413,195.669,198.82,196.634,197.719,197.962,199.014,198.231666666667,196.334,199.324,203.545,199.734333333333
2520,196.282,197.81,196.721,196.937666666667,198.003,200.209,200.99,199.734,196.204,198.663,202.234,199.033666666667
2522,196.462,199.815,196.505,197.594,196.765,197.896,198.435,197.698666666667,200.086,201.916,203.931,201.977666666667
2524,195.527,194.53,197.469,195.842,198.092,199.491,198.925,198.836,202.454,199.904,202.25,201.536
2526,197.436,198.713,198.062,198.070333333333,199.502,196.115,198.943,198.186666666667,199.619,199.52,204.707,201.282
2528,197.92,196.906,199.393,198.073,200.117,198.209,196.302,198.209333333333,198.518,197.328,202.048,199.298
2530,196.836,196.077,196.584,196.499,199.045,199.304,198.627,198.992,200.213,200.375,205.402,201.996666666667
2532,199.158,196.077,198.187,197.807333333333,197.551,201.026,201.238,199.938333333333,198.717,199.681,203.36,200.586
2534,198.29,196.549,196.302,197.047,200.559,200.115,199.096,199.923333333333,199.986,200.278,205.404,201.889333333333
2536,196.391,196.422,197.536,196.783,195.968,200.678,200.291,198.979,202.853,201.968,204.295,203.038666666667
2538,196.624,197.117,200.061,197.934,198.49,199.368,199.516,199.124666666667,199.117,200.094,206.602,201.937666666667
2540,194.962,194.983,197.76,195.901666666667,198.08,196.534,201.03,198.548,197.873,200.702,204.007,200.860666666667
2542,196.745,198.561,195.235,196.847,199.622,197.991,203.746,200.453,198.776,198.677,206.254,201.235666666667
2544,197.719,196.688,197.417,197.274666666667,199.264,197.78,199.675,198.906333333333,201.487,199.24,205.58,202.102333333333
2546,195.938,195.632,198.68,196.75,198.679,198.707,200.689,199.358333333333,200.333,201.265,203.281,201.626333333333
2548,194.504,194.343,194.75,194.532333333333,196.747,200.376,201.506,199.543,202.144,200.147,202.95,201.747
2550,195.711,194.508,196.97,195.729666666667,198.819,199.364,202.933,200.372,197.957,198.798,203.397,200.050666666667
2552,199.38,194.803,196.401,196.861333333333,198.423,197.924,205.001,200.449333333333,199.114,198.364,203.065,200.181
2554,196.209,195.83,198.151,196.73,198.126,200.369,200.522,199.672333333333,200.132,200.54,200.464,200.378666666667
2556,196.802,197.791,196.764,197.119,197.886,199.291,200.985,199.387333333333,202.147,197.033,203.487,200.889
2558,196.655,196.27,198.318,197.081,194.105,199.914,205.619,199.879333333333,201.724,199.389,204.511,201.874666666667
2560,198.979,196.907,196.278,197.388,197.301,199.039,202.577,199.639,201.302,200.517,204.748,202.189
2562,196.899,194.725,195.181,195.601666666667,195.708,198.606,203.24,199.184666666667,202.871,197.756,204.573,201.733333333333
2564,198.767,195.653,198.977,197.799,197.303,197.851,203.384,199.512666666667,199.76,194.896,204.732,199.796
2566,195.9,192.628,195.602,194.71,193.903,198.321,202.348,198.190666666667,200.505,197.278,204.78,200.854333333333
2568,196.896,194.333,194.707,195.312,196.31,195.835,204.367,198.837333333333,202.929,201.396,205.185,203.17
2570,198.131,194.415,196.94,196.495333333333,195.232,198.945,203.881,199.352666666667,200.108,198.967,202.904,200.659666666667
2572,198.366,195.007,193.632,195.668333333333,194.451,200.32,203.983,199.584666666667,199.381,199.659,204.057,201.032333333333
2574,197.233,195.139,193.572,195.314666666667,195.03,200.54,205.714,200.428,203.188,199.785,205.637,202.87
2576,197.882,194.767,196.544,196.397666666667,194.271,199.546,203.957,199.258,200.909,198.869,205.85,201.876
2578,197.634,195.507,194.577,195.906,197.912,202.392,204.676,201.66,198.935,198.76,204.216,200.637
2580,198.205,196.634,196.409,197.082666666667,198.483,199.254,204.355,200.697333333333,199.378,200.176,203.474,201.009333333333
2582,196.522,195.421,197.036,196.326333333333,197.42,198.48,201.399,199.099666666667,199.667,199.255,205.164,201.362
2584,196.258,195.523,197.135,196.305333333333,198.02,200.41,203.623,200.684333333333,202.592,197.717,201.47,200.593
2586,197.291,195.773,197.905,196.989666666667,197.326,198.003,201.794,199.041,196.899,198.803,201.395,199.032333333333
2588,198.419,195.434,199.664,197.839,193.356,198.129,203.736,198.407,201.242,201.028,201.213,201.161
2590,196.357,197.606,199.599,197.854,196.638,198.587,201.451,198.892,200.838,198.508,200.651,199.999
2592,195.906,199.326,201.046,198.759333333333,194.691,195.632,202.958,197.760333333333,197.693,199.824,201.876,199.797666666667
2594,196.599,196.261,199.124,197.328,196.25,194.196,204.363,198.269666666667,202.234,199.459,203.539,201.744
2596,194.92,199.755,200.828,198.501,195.922,196.786,204.411,199.039666666667,201.344,201.902,204.044,202.43
2598,196.59,195.429,199.3,197.106333333333,196.503,196.966,203.828,199.099,201.037,199.309,202.452,200.932666666667
2600,196.559,194.442,199.652,196.884333333333,197.521,195.599,202.611,198.577,200.253,198.349,202.902,200.501333333333
2602,200.198,193.421,200.591,198.07,195.331,195.024,203.512,197.955666666667,202.948,198.653,202.733,201.444666666667
2604,198.195,194.48,197.201,196.625333333333,195.256,198.17,203.065,198.830333333333,199.787,200.309,205.187,201.761
2606,198.419,194.396,195.038,195.951,195.112,197.675,203.121,198.636,198.988,201.531,205.012,201.843666666667
2608,195.289,195.385,197.869,196.181,196.057,198.384,205.186,199.875666666667,201.525,199.878,205.389,202.264
2610,195.539,196.445,196.69,196.224666666667,194.075,197.016,204.85,198.647,199.426,198.238,204.855,200.839666666667
2612,198.357,196.609,199.725,198.230333333333,196.79,197.994,203.702,199.495333333333,198.874,199.875,204.491,201.08
2614,198.468,197.204,196.695,197.455666666667,192.554,198.593,202.255,197.800666666667,201.124,199.445,205.606,202.058333333333
2616,198.253,196.993,196.409,197.218333333333,197.638,200.173,203.839,200.55,199.013,199.947,206.222,201.727333333333
2618,197.739,198.548,199.665,198.650666666667,197.907,200.921,206.754,201.860666666667,201.97,198.048,202.283,200.767
2620,196.13,197.423,197.454,197.002333333333,198.036,197.648,203.579,199.754333333333,201.247,198.632,201.945,200.608
2622,195.305,196.711,196.264,196.093333333333,197.457,197.603,204.738,199.932666666667,202.368,198.471,204.066,201.635
2624,199.186,196.582,198.45,198.072666666667,196.597,199.993,203.625,200.071666666667,200.136,197.059,204.936,200.710333333333
2626,197.617,195.941,195.923,196.493666666667,196.084,198.002,203.992,199.359333333333,199.331,202.516,202.952,201.599666666667
2628,197.629,197.543,194.267,196.479666666667,198.325,199.192,203.057,200.191333333333,200.835,199.993,204.028,201.618666666667
2630,196.467,194.082,194.541,195.03,199.574,200.23,206.627,202.143666666667,199.971,200.851,203.853,201.558333333333
2632,197.706,194.108,194.47,195.428,196.421,197.908,204.331,199.553333333333,202.129,200.906,203.277,202.104
2634,196.974,196.25,195.436,196.22,198.954,201.213,205.317,201.828,199.206,199.956,202.05,200.404
2636,194.241,194.43,194.89,194.520333333333,195.332,202.1,206.381,201.271,200.3,198.759,204.089,201.049333333333
2638,198.338,196.065,197.005,197.136,198.66,198.871,206.519,201.35,199.194,200.582,205.113,201.629666666667
2640,197.212,197.969,199.393,198.191333333333,198.051,199.784,207.366,201.733666666667,199.72,196.794,203.341,199.951666666667
2642,197.182,197.151,198.906,197.746333333333,198.149,198.171,206.46,200.926666666667,201.294,200.68,205.976,202.65
2644,197.296,197.309,197.619,197.408,197.797,199.323,206.566,201.228666666667,197.864,198.008,205.798,200.556666666667
2646,199.447,194.877,199.857,198.060333333333,198.673,202.466,204.863,202.000666666667,200.162,196.399,202.731,199.764
2648,199.592,195.41,195.82,196.940666666667,199.246,198.29,208.143,201.893,200.319,199.409,204.486,201.404666666667
2650,194.458,198.911,197.593,196.987333333333,198.034,197.679,204.017,199.91,199.145,199.634,206.016,201.598333333333
2652,196.285,195.702,196.874,196.287,193.535,199.267,205.76,199.520666666667,198.67,197.695,203.413,199.926
2654,197.469,198.437,196.764,197.556666666667,196.662,200.985,206.879,201.508666666667,197.865,201.752,203.874,201.163666666667
2656,199.331,195.015,196.854,197.066666666667,196.035,198.563,207.944,200.847333333333,198.715,203.299,203.353,201.789
2658,196.448,196.417,194.762,195.875666666667,196.434,200.602,205.118,200.718,199.961,203.261,203.688,202.303333333333
2660,196.353,197.154,195.063,196.19,197.129,201.322,207.294,201.915,197.835,198.99,202.202,199.675666666667
2662,194.979,196.182,196.532,195.897666666667,196.882,198.449,206.87,200.733666666667,202.056,199.256,202.929,201.413666666667
2664,195.231,196.044,195.198,195.491,197.115,198.188,207.112,200.805,200.981,199.419,203.413,201.271
2666,198.689,196.882,195.259,196.943333333333,196.525,199.528,207.161,201.071333333333,200.929,201.362,205.612,202.634333333333
2668,195.137,199.056,194.378,196.190333333333,196.127,197.835,207.305,200.422333333333,199.839,197.25,204.818,200.635666666667
2670,195.208,194.018,193.379,194.201666666667,197.199,198.877,207.8,201.292,200.144,198.617,207.812,202.191
2672,196.333,195.869,196.698,196.3,196.751,200.172,205.515,200.812666666667,202.616,199.2,205.45,202.422
2674,195.702,196.926,196.589,196.405666666667,196.427,199.353,202.351,199.377,200.199,197.017,204.87,200.695333333333
2676,195.188,197.42,196.217,196.275,196.967,202.625,203.851,201.147666666667,199.137,199.302,207.645,202.028
2678,197.053,196.119,195.565,196.245666666667,197.066,200.137,205.81,201.004333333333,201.388,197.804,205.699,201.630333333333
2680,195.641,191.884,195.206,194.243666666667,200.916,199.183,204.417,201.505333333333,200.847,195.995,203.322,200.054666666667
2682,196.761,194.818,195.332,195.637,196.981,198.25,205.264,200.165,200.328,196.118,205.892,200.779333333333
2684,200.787,195.342,196.69,197.606333333333,197.3,200.592,207.571,201.821,200.676,194.046,204.813,199.845
2686,196.331,194.295,197.692,196.106,196.8,199.823,206.893,201.172,202.218,197.837,203.552,201.202333333333
2688,197.22,198.213,199.749,198.394,197.792,196.76,207.187,200.579666666667,201.175,198.739,201.817,200.577
2690,196.44,198.445,197.187,197.357333333333,195.945,197.586,204.827,199.452666666667,200.969,200.243,206.2,202.470666666667
2692,197.464,195.194,198.692,197.116666666667,198.758,198.176,205.068,200.667333333333,202.498,196.802,205.495,201.598333333333
2694,194.377,197.437,199.866,197.226666666667,197.5,197.899,205.849,200.416,199.23,201.599,205.083,201.970666666667
2696,196.512,194.373,198.339,196.408,197.855,198.577,202.961,199.797666666667,200.738,199.258,207.768,202.588
2698,196.693,196.235,196.472,196.466666666667,196.002,196.949,207.312,200.087666666667,202.393,200.35,205.221,202.654666666667
2700,196.302,197.294,195.345,196.313666666667,199.99,199.213,205.328,201.510333333333,202.477,199.286,203.737,201.833333333333
2702,198.614,196.891,196.862,197.455666666667,196.684,199.302,204.53,200.172,201.568,200.972,206.173,202.904333333333
2704,201.16,195.196,200.002,198.786,198.347,199.403,206.978,201.576,204.138,201.014,204.524,203.225333333333
2706,198.705,196.43,198.648,197.927666666667,197.175,200.436,206.575,201.395333333333,200.304,201.603,206.097,202.668
2708,198.513,197.786,198.662,198.320333333333,198.347,199.721,205.069,201.045666666667,201.652,201.495,203.026,202.057666666667
2710,204.079,196.437,196.351,198.955666666667,195.107,199.2,207.482,200.596333333333,199.022,200.782,202.555,200.786333333333
2712,202.26,196.148,196.708,198.372,198.356,200.116,207.789,202.087,202.233,201.594,204.546,202.791
2714,198.669,196.596,198.892,198.052333333333,196.508,199.7,206.385,200.864333333333,199.403,202.959,204.942,202.434666666667
2716,197.487,195.299,199.365,197.383666666667,195.954,198.161,206.494,200.203,205.261,202.103,206.631,204.665
2718,200.532,195.145,197.656,197.777666666667,197.081,197.539,203.606,199.408666666667,200.889,199.392,203.683,201.321333333333
2720,197.212,196.382,199.652,197.748666666667,196.665,200.294,204.43,200.463,201.899,198.32,205.728,201.982333333333
2722,198.94,197.428,198.054,198.140666666667,196.505,199.572,206.617,200.898,200.231,201.071,208.933,203.411666666667
2724,199.014,196.543,202.572,199.376333333333,199.415,195.287,207.757,200.819666666667,202.294,200.553,207.249,203.365333333333
2726,197.588,195.552,202.389,198.509666666667,198.447,196.905,206.084,200.478666666667,203.337,203.434,207.452,204.741
2728,198.686,194.132,202.022,198.28,199.209,198.984,205.616,201.269666666667,199.971,201.862,204.496,202.109666666667
2730,196.079,194.227,199.386,196.564,200.785,195.893,205.568,200.748666666667,200.134,199.954,206.059,202.049
2732,201.282,197.258,198.258,198.932666666667,199.009,195.418,205.659,200.028666666667,198.267,198.845,204.944,200.685333333333
2734,201.857,197.42,199.187,199.488,198.466,198.923,203.522,200.303666666667,196.797,201.67,203.733,200.733333333333
2736,199.705,197.461,200.248,199.138,198.636,194.717,206.64,199.997666666667,200.594,202.019,204.741,202.451333333333
2738,197.452,195.795,201.039,198.095333333333,201.174,194.979,205.83,200.661,199.168,201.187,206.439,202.264666666667
2740,198.477,196.615,200.268,198.453333333333,198.923,196.53,203.024,199.492333333333,201.386,198.282,206.471,202.046333333333
2742,196.542,194.709,197.521,196.257333333333,198.193,198.924,200.879,199.332,199.246,198.425,209.99,202.553666666667
2744,198.457,195.569,199.577,197.867666666667,199.782,199.111,204.205,201.032666666667,195.401,199.026,206.062,200.163
2746,197.61,196.396,197.137,197.047666666667,200.895,195.422,203.524,199.947,200.937,202.631,208.45,204.006
2748,197.888,193.694,197.311,196.297666666667,199.914,197.692,205.583,201.063,202.337,202.838,205.679,203.618
2750,196.237,197.582,192.972,195.597,200.97,197.029,205.127,201.042,200.436,199.418,206.48,202.111333333333
2752,199.512,195.775,196.928,197.405,199.968,194.169,203.899,199.345333333333,199.685,198.677,204.882,201.081333333333
2754,198.509,194.804,196.917,196.743333333333,198.085,198.122,202.4,199.535666666667,201.598,199.645,205.557,202.266666666667
2756,200.086,193.665,195.924,196.558333333333,199.081,200.668,205.723,201.824,200.595,196.773,206.592,201.32
2758,200.684,194.871,196.009,197.188,197.154,197.367,205.394,199.971666666667,201.182,200.977,205.359,202.506
2760,197.246,194.189,198.6,196.678333333333,196.992,199.028,203.631,199.883666666667,199.306,198.911,204.934,201.050333333333
2762,201.673,192.485,198.505,197.554333333333,198.437,200.378,202.49,200.435,199.555,199.503,205.061,201.373
2764,198.258,191.754,198.947,196.319666666667,198.076,199.428,200.502,199.335333333333,201.017,200.534,205.94,202.497
2766,201.998,195.605,197.912,198.505,197.212,199.772,204.56,200.514666666667,199.724,200.263,208.713,202.9
2768,197.476,193.635,196.937,196.016,196.573,196.321,205.245,199.379666666667,198.716,200.321,208.655,202.564
2770,196.617,193.259,197.34,195.738666666667,195.29,200.855,206.578,200.907666666667,201.539,201.702,207.562,203.601
2772,198.556,195.82,195.627,196.667666666667,198.261,200.358,207.719,202.112666666667,198.735,202.606,206.183,202.508
2774,197.668,194.731,196.268,196.222333333333,195.181,198.853,206.853,200.295666666667,200.545,200.92,206.582,202.682333333333
2776,199.989,193.955,198.086,197.343333333333,196.431,201.594,203.904,200.643,199.907,200.215,204.653,201.591666666667
2778,201.778,195.976,198.511,198.755,196.739,199.492,207.258,201.163,200.584,201.293,208.333,203.403333333333
2780,199.32,198.07,199.098,198.829333333333,196.232,202.463,204.182,200.959,201.932,202.029,206.159,203.373333333333
2782,197.786,194.285,200.179,197.416666666667,196.568,199.951,204.249,200.256,198.225,200.108,203.82,200.717666666667
2784,200.404,196.006,201.279,199.229666666667,195.94,199.998,206.989,200.975666666667,200.323,202.698,207.182,203.401
2786,197.572,197.504,198.713,197.929666666667,195.772,198.526,204.695,199.664333333333,201.731,201.563,205.487,202.927
2788,200.137,195.076,198.123,197.778666666667,197.623,203.114,205.652,202.129666666667,199.714,201.903,205.199,202.272
2790,199.281,196.765,203.445,199.830333333333,196.07,201.037,205.066,200.724333333333,199.966,198.145,203.7,200.603666666667
2792,196.873,197.174,199.82,197.955666666667,196.306,199.614,203.753,199.891,201.483,200.391,205.768,202.547333333333
2794,199.39,194.909,198.92,197.739666666667,194.636,199.844,202.022,198.834,201.67,201.085,204.731,202.495333333333
2796,199.419,195.588,201.538,198.848333333333,197.716,199.054,200.586,199.118666666667,202.288,202.953,203.513,202.918
2798,198.658,199.784,196.403,198.281666666667,195.849,202.741,203.825,200.805,205.024,201.317,204.441,203.594
2800,199.481,200.173,198.236,199.296666666667,198.208,199.359,204.662,200.743,200.874,200.676,202.453,201.334333333333
2802,198.638,198.052,198.882,198.524,197.14,198.837,201.283,199.086666666667,203.201,199.084,201.864,201.383
2804,198.895,197.85,197.827,198.190666666667,195.162,197.677,205.291,199.376666666667,200.831,200.266,204.875,201.990666666667
2806,196.501,198.058,196.812,197.123666666667,199.857,198.955,204.155,200.989,200.278,200.985,204.621,201.961333333333
2808,196.774,193.697,198.563,196.344666666667,196.319,200.668,206.738,201.241666666667,199.215,199.682,203.662,200.853
2810,197.227,196.394,200.763,198.128,194.232,197.956,202.74,198.309333333333,198.481,199.15,204.498,200.709666666667
2812,197.763,196.548,202.043,198.784666666667,196.149,198.291,201.69,198.71,201.759,200.662,200.501,200.974
2814,196.624,198.041,199.583,198.082666666667,197.234,197.898,203.767,199.633,200.037,197.847,202.495,200.126333333333
2816,196.829,197.745,198.935,197.836333333333,200.191,200.097,205.841,202.043,201.433,198.661,203.654,201.249333333333
2818,195.816,198.678,196.936,197.143333333333,198.222,199.308,205.894,201.141333333333,202.301,197.674,201.973,200.649333333333
2820,195.184,198.368,199.195,197.582333333333,197.759,197.79,202.356,199.301666666667,199.728,197.226,204.64,200.531333333333
2822,196.071,196.103,196.473,196.215666666667,198.248,196.97,202.188,199.135333333333,199.828,199.938,202.52,200.762
2824,197.65,196.887,198.402,197.646333333333,197.86,197.224,203.236,199.44,201.129,199.256,203.357,201.247333333333
