Time (ns),R1_WT,R2_WT,R3_WT,AVG_WT,R1_C391R,R2_C391R,R3_C391R,AVG_C391R,R1_419X,R2_419X,R3_419X,AVG_419X
13.4740009,-704027.3125,-702689.875,-703564.0625,-703427.083333333,-703052.3125,-701740.4375,-703395.3125,-702729.354166667,-703232.875,-703636.875,-704829.4375,-703899.729166667
13.4760008,-704381.0625,-703431.125,-703944.25,-703918.8125,-703821.5,-704143.875,-703797.0625,-703920.8125,-705776.4375,-703776.0625,-704113.9375,-704555.479166667
13.4780006,-702382.3125,-702384.375,-703034.9375,-702600.541666667,-703478.8125,-705588.9375,-703354.25,-704140.666666667,-705361.75,-704355.0625,-705146.6875,-704954.5
13.4800005,-703452.1875,-703041,-701955.0625,-702816.083333333,-703083.8125,-704784.75,-704591.9375,-704153.5,-705371.6875,-702270.8125,-703806.5625,-703816.354166667
13.4820004,-704469,-703671.6875,-704610,-704250.229166667,-702222.5625,-701957.875,-703793.5625,-702658,-703285.75,-702766.6875,-703523.5,-703191.979166667
13.4840002,-704317.8125,-702037.75,-702506.8125,-702954.125,-703700.5,-703308.375,-703398.4375,-703469.104166667,-703129.75,-703195.3125,-702064.8125,-702796.625
13.486001,-704254.8125,-704031.3125,-704070.375,-704118.833333333,-704418.1875,-702850.6875,-702963.1875,-703410.6875,-705263.4375,-705413.3125,-705346.4375,-705341.0625
13.4880009,-704845.375,-703694.6875,-702206.4375,-703582.166666667,-702096.3125,-702909.875,-703563.75,-702856.645833333,-705562.4375,-703114.5,-704332,-704336.3125
13.4900007,-703566.8125,-703180.9375,-702135.25,-702961,-702648.8125,-705584.75,-703014.6875,-703749.416666667,-704504.5625,-705052.625,-703837.5625,-704464.916666667
13.4920006,-702705.75,-703183.9375,-702432.125,-702773.9375,-703295.0625,-703418.5625,-704091,-703601.541666667,-703340.6875,-704238.75,-704278.125,-703952.520833333
13.4940004,-702615.8125,-702953.0625,-702924.25,-702831.041666667,-703648.5,-705539.5,-703870.8125,-704352.9375,-705691.875,-704580.3125,-703204.6875,-704492.291666667
13.4960003,-704220.4375,-704077.6875,-703742.625,-704013.583333333,-704477.25,-703462.1875,-702576.125,-703505.1875,-704216.75,-704165.8125,-704829.25,-704403.9375
13.4980011,-704642.6875,-702943.5,-702597,-703394.395833333,-704948.625,-702456.1875,-705459.8125,-704288.208333333,-703257.0625,-706029.9375,-703990.125,-704425.708333333
13.500001,-702947.875,-702997,-701928.1875,-702624.354166667,-703061.6875,-702939,-702938.8125,-702979.833333333,-702483,-703423.0625,-706260.625,-704055.5625
13.5020008,-703322.25,-702437.5,-703976.5625,-703245.4375,-701444.25,-703239.1875,-702879.375,-702520.9375,-704624.0625,-705369.0625,-704196.5625,-704729.895833333
13.5040007,-704874.1875,-703210.9375,-702823.75,-703636.291666667,-704011.125,-703994.4375,-703801.3125,-703935.625,-705067.1875,-705724.75,-704339.9375,-705043.958333333
13.5060005,-702815.6875,-703488.875,-703142.375,-703148.979166667,-702350.1875,-701753.5625,-703282.375,-702462.041666667,-703454.9375,-703385.375,-703078.75,-703306.354166667
13.5080004,-703878.6875,-702451,-702825.6875,-703051.791666667,-702912.8125,-702590.3125,-704756.9375,-703420.020833333,-705507.1875,-705030.625,-705085.625,-705207.8125
13.5100002,-702768.5,-703500.625,-704085.25,-703451.458333333,-703843.5625,-701803.75,-701875,-702507.4375,-704043.25,-704465.625,-703701.0625,-704069.979166667
13.512001,-703829.8125,-703054.375,-702022.5,-702968.895833333,-703963.5,-703717,-704749.5,-704143.333333333,-703606.75,-705608.9375,-705838.75,-705018.145833333
13.5140009,-702481.125,-704092.375,-702561.5,-703045,-703749.9375,-704188.25,-703865.25,-703934.479166667,-705173,-703595.375,-704582.875,-704450.416666667
13.5160007,-703503.4375,-703549.125,-701442.625,-702831.729166667,-704893.3125,-704437.875,-704609.0625,-704646.75,-704612,-705510.0625,-704265.25,-704795.770833333
13.5180006,-702329.125,-702607.5,-702629.125,-702521.916666667,-705453.4375,-704819.5,-702420.1875,-704231.041666667,-703054.875,-704675,-705472.0625,-704400.645833333
13.5200005,-701882.625,-702545.625,-700225.625,-701551.291666667,-705504.8125,-704314.375,-702918.3125,-704245.833333333,-702481.25,-707928.875,-705277.125,-705229.083333333
13.5220003,-702848.9375,-703794.4375,-704905.625,-703849.666666667,-705957.1875,-703256.3125,-701554.8125,-703589.4375,-704528.4375,-705088.5,-703769.0625,-704462
13.5240002,-702713.9375,-702573.875,-703638.375,-702975.395833333,-704891.375,-703882.125,-703366.1875,-704046.5625,-704491.25,-704228.3125,-703118.375,-703945.979166667
13.526001,-702728.9375,-703111.375,-701744.75,-702528.354166667,-705090.875,-704883.8125,-702887.9375,-704287.541666667,-705010.75,-704956.4375,-703915.5,-704627.5625
13.5280008,-702412.5625,-704788.8125,-703221.8125,-703474.395833333,-705054.25,-703729.8125,-704096.625,-704293.5625,-702506.8125,-703588.25,-704058.9375,-703384.666666667
13.5300007,-702799.875,-703909.4375,-701108.125,-702605.8125,-705520.9375,-703238.0625,-703741.875,-704166.958333333,-702857.875,-703451.1875,-704961.4375,-703756.833333333
13.5320005,-706627.625,-701860.1875,-703842.375,-704110.0625,-703113.75,-703852.125,-703891.6875,-703619.1875,-705264.875,-703875.875,-705417.6875,-704852.8125
13.5340004,-702919.5625,-701775.5625,-703975.6875,-702890.270833333,-702361.9375,-703226.875,-703195.25,-702928.020833333,-704206.1875,-705944.125,-703502,-704550.770833333
13.5360003,-704154.0625,-703365.6875,-702559.0625,-703359.604166667,-703020.4375,-704562.4375,-704099.875,-703894.25,-703688.1875,-705237.25,-704725.75,-704550.395833333
13.5380011,-702508.5625,-702858.0625,-703084.3125,-702816.979166667,-701492.5,-702503.875,-702908.625,-702301.666666667,-705999.6875,-702928.125,-705855.125,-704927.645833333
13.5400009,-702218.8125,-703939.75,-702591.8125,-702916.791666667,-700742.9375,-704301.8125,-703509.5625,-702851.4375,-705206.5,-703340.1875,-702526.9375,-703691.208333333
13.5420008,-704351.3125,-701699.9375,-702973.3125,-703008.1875,-704757.125,-704061.6875,-703409.4375,-704076.083333333,-703464.4375,-703092.9375,-703199.8125,-703252.395833333
13.5440006,-703838.125,-703343.8125,-704263.5625,-703815.166666667,-703317.6875,-702923.8125,-705423.25,-703888.25,-705567.0625,-704262.75,-703800.625,-704543.479166667
13.5460005,-703304.1875,-704002.125,-702704.5,-703336.9375,-705841.5625,-703232.8125,-705456.1875,-704843.520833333,-705255.4375,-703128.5625,-704475.4375,-704286.479166667
13.5480003,-703603.6875,-701497.375,-700899.125,-702000.0625,-704744.375,-704151.375,-703617.75,-704171.166666667,-705459.9375,-705019.0625,-704394,-704957.666666667
13.5500002,-703198.4375,-704839.25,-704056,-704031.229166667,-703783.875,-701664.375,-703794.625,-703080.958333333,-703172.75,-705475.6875,-705937,-704861.8125
13.552001,-703122.3125,-702205.3125,-703184.4375,-702837.354166667,-703532.75,-702822.75,-702330.4375,-702895.3125,-703968.5,-702581.0625,-706536.0625,-704361.875
13.5540009,-702413.9375,-703879.4375,-702890.8125,-703061.395833333,-705568.6875,-702974.5625,-702102.375,-703548.541666667,-704693.125,-703717.0625,-704879.3125,-704429.833333333
13.5560007,-703870.375,-703051.75,-702261.875,-703061.333333333,-703557.375,-702148.5625,-703777.1875,-703161.041666667,-705411.0625,-705168.9375,-705354.25,-705311.416666667
13.5580006,-702752.625,-703985.5625,-703073.3125,-703270.5,-704186.4375,-704389.5625,-705178.75,-704584.916666667,-704611.0625,-703307.8125,-702719.625,-703546.166666667
13.5600004,-703576.3125,-702442.6875,-701531.125,-702516.708333333,-703499.1875,-704576.625,-703951.3125,-704009.041666667,-703691.8125,-702999.875,-704708.125,-703799.9375
13.5620003,-703419.9375,-701341.1875,-702657.125,-702472.75,-702890.8125,-704773.6875,-704592,-704085.5,-703949.75,-705407.6875,-705108.8125,-704822.083333333
13.5640011,-702211,-704124.9375,-703777.625,-703371.1875,-703242.25,-704842.125,-704827.75,-704304.041666667,-702839.8125,-704392.875,-704129.3125,-703787.333333333
13.5660009,-704096.9375,-703881.5625,-703700.4375,-703892.979166667,-705075.625,-700544.25,-703791.75,-703137.208333333,-702986.4375,-703983.125,-705123.875,-704031.145833333
13.5680008,-703328.875,-701819.4375,-703293.1875,-702813.833333333,-703076.125,-704936.375,-703564.875,-703859.125,-703907.1875,-702756.75,-703039,-703234.3125
13.5700006,-703924.125,-701584.8125,-703045.125,-702851.354166667,-704666,-703623.125,-702626.6875,-703638.604166667,-704035.875,-702281.6875,-704030.4375,-703449.333333333
13.5720005,-705557,-702708.125,-703403.375,-703889.5,-702725.1875,-701212,-704240.6875,-702725.958333333,-704934.9375,-703250.4375,-704362.8125,-704182.729166667
13.5740004,-703330.3125,-703194.5625,-703079.6875,-703201.520833333,-702920.75,-702563.25,-702709,-702731,-703799.8125,-704039.6875,-704158.1875,-703999.229166667
13.5760002,-702406.375,-702559.4375,-702500.0625,-702488.625,-704096.125,-704641.875,-703446.3125,-704061.4375,-704505.25,-705232.25,-704034.625,-704590.708333333
13.578001,-702914.3125,-702937.5,-701712.5,-702521.4375,-702144.625,-702465.75,-701983,-702197.791666667,-704281.25,-703491.8125,-704504.375,-704092.479166667
13.5800009,-702389.875,-702774.4375,-703553,-702905.770833333,-705559.125,-704065.6875,-704525.25,-704716.6875,-702373.25,-703001.5,-704191.625,-703188.791666667
13.5820007,-702426.3125,-704493.0625,-704401.0625,-703773.479166667,-703070.25,-703418.75,-701099.3125,-702529.4375,-703480.5,-704436.5625,-704525.4375,-704147.5
13.5840006,-704055.5625,-703119.8125,-702758.625,-703311.333333333,-702652.5,-705126.5625,-705283.1875,-704354.083333333,-703511.625,-704173.875,-704834.625,-704173.375
13.5860004,-702384.6875,-702740.75,-703735.1875,-702953.541666667,-704250.125,-703422.0625,-704236.5625,-703969.583333333,-703918,-703040.6875,-702053,-703003.895833333
13.5880003,-702604.4375,-703827.75,-703353.25,-703261.8125,-702363.5,-704158.0625,-703107.625,-703209.729166667,-703299.5,-701769.625,-703010.0625,-702693.0625
13.5900011,-702938.75,-703683.9375,-703898.5625,-703507.083333333,-704627.3125,-703583.75,-703586.5625,-703932.541666667,-705640,-705422.9375,-705609.5,-705557.479166667
13.592001,-701616.4375,-702011.625,-701012.75,-701546.9375,-704973.0625,-705936.3125,-701363.9375,-704091.104166667,-703794.3125,-704646.625,-705214.25,-704551.729166667
13.5940008,-703427.9375,-702490.1875,-702748.4375,-702888.854166667,-705065.1875,-700423.625,-702735.0625,-702741.291666667,-705144.6875,-704926.375,-703913.3125,-704661.458333333
13.5960007,-704050.9375,-703177.0625,-703718.8125,-703648.9375,-705315.125,-703853.75,-705526.6875,-704898.520833333,-704355,-702413.8125,-705610.5625,-704126.458333333
13.5980005,-703687.3125,-701453.0625,-703361.875,-702834.083333333,-703256.875,-703147.375,-703283.1875,-703229.145833333,-704157.5,-703774.5625,-705716.3125,-704549.458333333
13.6000004,-704388.5,-703145.4375,-700658.875,-702730.9375,-703573.25,-704163.625,-703532.25,-703756.375,-704021.125,-703094.5,-704903.25,-704006.291666667
13.6020002,-703693.125,-702453.125,-703204.875,-703117.041666667,-704845.875,-702770.3125,-703821.5,-703812.5625,-705698.5,-703836.5,-703255.75,-704263.583333333
13.604001,-703752.8125,-703353.625,-702961.6875,-703356.041666667,-704709.375,-703921.5,-702348.6875,-703659.854166667,-703915.6875,-703079.875,-704226.875,-703740.8125
13.6060009,-704292.5,-701598.0625,-702864.375,-702918.3125,-703005.5625,-703786.9375,-703829.375,-703540.625,-704817.4375,-703435.3125,-703259.6875,-703837.479166667
13.6080008,-702413.5625,-703716.75,-704084.8125,-703405.041666667,-703910.4375,-703236.5625,-702894.375,-703347.125,-704693.3125,-704988.9375,-703150.4375,-704277.5625
13.6100006,-703979.5625,-703181.375,-704091.1875,-703750.708333333,-704267.625,-703754.875,-704316.25,-704112.916666667,-704639.25,-705413.125,-704787.875,-704946.75
13.6120005,-705585.625,-703521.875,-704147.75,-704418.416666667,-703698.3125,-704773.125,-704457.4375,-704309.625,-703676.875,-705926.625,-705303.9375,-704969.145833333
13.6140003,-703356.3125,-703195.9375,-702660.75,-703071,-702533.125,-704092.4375,-704024.4375,-703550,-703703.25,-702802.8125,-703207.375,-703237.8125
13.6160002,-705533.6875,-702744.8125,-703990.75,-704089.75,-703876,-702809.6875,-703039.75,-703241.8125,-704991.375,-703958.1875,-702048.3125,-703665.958333333
13.618001,-703529.75,-702974.625,-703874.1875,-703459.520833333,-702142.9375,-702380.625,-705611.3125,-703378.291666667,-703061.5,-705002.75,-704161.875,-704075.375
13.6200008,-704483.3125,-704052.375,-704911.3125,-704482.333333333,-703813.125,-701753.8125,-704837.875,-703468.270833333,-703647.75,-704672.8125,-705119.9375,-704480.166666667
13.6220007,-702963.25,-703799.9375,-703379.0625,-703380.75,-704391.5,-704864.625,-704456.8125,-704570.979166667,-704637.8125,-705800.0625,-704772.8125,-705070.229166667
13.6240005,-701477.5625,-703981.6875,-703656.375,-703038.541666667,-702325,-703185.5625,-704381.5625,-703297.375,-704864.125,-703674.5,-705351.25,-704629.958333333
13.6260004,-702394.5,-701779.25,-704002.6875,-702725.479166667,-702835.9375,-703328.5,-703651.6875,-703272.041666667,-704421.6875,-705562.875,-703665.3125,-704549.958333333
13.6280003,-704387.625,-703597.625,-703300.25,-703761.833333333,-703446.4375,-702359.8125,-701971,-702592.416666667,-704146.5625,-703840.6875,-703078.8125,-703688.6875
13.6300011,-701877.3125,-703000,-703170.1875,-702682.5,-701298.3125,-704101,-703474.0625,-702957.791666667,-704311.25,-704549,-704102.75,-704321
13.6320009,-703049.5625,-703646.3125,-700618.9375,-702438.270833333,-704269.875,-705942,-705466.1875,-705226.020833333,-705107.8125,-702860.8125,-705465.5625,-704478.0625
13.6340008,-702602.625,-701991.875,-703999.9375,-702864.8125,-704325.375,-704985.3125,-703787.25,-704365.979166667,-703978.5625,-703669.9375,-704312.1875,-703986.895833333
13.6360006,-702639.9375,-702657,-702260.4375,-702519.125,-704964.75,-702443.125,-703224,-703543.958333333,-705402.0625,-705191.9375,-703881.6875,-704825.229166667
13.6380005,-704224.6875,-702499.3125,-703567.25,-703430.416666667,-703842.4375,-704438.875,-702277.3125,-703519.541666667,-703008.5625,-703460.5625,-704515.9375,-703661.6875
13.6400003,-702242.5625,-703575.625,-702961.625,-702926.604166667,-703239.25,-703195.5625,-701627.9375,-702687.583333333,-704121,-703969.625,-704169.125,-704086.583333333
13.6420002,-704127.5,-703603.375,-704008.4375,-703913.104166667,-702796.0625,-702625.5625,-703955.875,-703125.833333333,-704572.1875,-705214.5625,-703842.5625,-704543.104166667
13.644001,-704515,-702950.8125,-702589.8125,-703351.875,-702694.4375,-703177.5,-704181.1875,-703351.041666667,-703342.8125,-704726.625,-705721.375,-704596.9375
13.6460009,-702780.75,-701388.9375,-700957.8125,-701709.166666667,-704258.8125,-704745.625,-701938.875,-703647.770833333,-704043.3125,-704605.9375,-703101.0625,-703916.770833333
13.6480007,-703991.5,-702378.5625,-704205.8125,-703525.291666667,-702266.0625,-701961.1875,-701559.125,-701928.791666667,-702658.5625,-706811.4375,-703785.25,-704418.416666667
13.6500006,-702977.625,-702481.75,-703706.0625,-703055.145833333,-704893.8125,-702085.6875,-702943.75,-703307.75,-702725.0625,-704924.375,-704171.5,-703940.3125
13.6520004,-701806.0625,-702333.5,-705131.125,-703090.229166667,-704525.6875,-701751.6875,-705329.625,-703869,-705204.1875,-706367.625,-705410,-705660.604166667
13.6540003,-702467.8125,-703514.6875,-702516.3125,-702832.9375,-704028.875,-703387.875,-703523.0625,-703646.604166667,-703132.0625,-702669.125,-704258,-703353.0625
13.6560011,-701832.8125,-701367.5,-701886.375,-701695.5625,-702817.25,-703307.875,-702621.8125,-702915.645833333,-704917.8125,-704413.1875,-704867.1875,-704732.729166667
13.6580009,-704553.4375,-703454.875,-702646.875,-703551.729166667,-702609.0625,-702942.6875,-705539.3125,-703697.020833333,-704701.6875,-703494.3125,-704294.625,-704163.541666667
13.6600008,-701847.5,-703476.6875,-703099.9375,-702808.041666667,-703086.25,-703226.375,-704191.3125,-703501.3125,-703540.875,-705201.9375,-701638.9375,-703460.583333333
13.6620007,-702819.75,-703997.125,-701254.5625,-702690.479166667,-704784.875,-702137.3125,-703828,-703583.395833333,-704643.625,-705329.75,-705218.625,-705064
13.6640005,-703653.9375,-704399,-702886.1875,-703646.375,-704167.1875,-704245.4375,-701465.25,-703292.625,-704367.5,-705124.625,-704501.5,-704664.541666667
13.6660004,-702686.3125,-703074.375,-702898,-702886.229166667,-703400.5,-701670.0625,-704342.5,-703137.6875,-704700.25,-701965.0625,-704014.5,-703559.9375
13.6680002,-703144.875,-703799.0625,-701504.625,-702816.1875,-705064.0625,-702903.8125,-703781.5625,-703916.479166667,-701770.1875,-705340.8125,-704091.75,-703734.25
13.670001,-702551.125,-702917.25,-703369.9375,-702946.104166667,-701628.0625,-701334.1875,-705199.0625,-702720.4375,-703735.125,-704582.8125,-704888.8125,-704402.25
13.6720009,-701312.8125,-703169.875,-703801.5625,-702761.416666667,-703757.9375,-703738.125,-702597,-703364.354166667,-704242.1875,-705450.3125,-706247.25,-705313.25
13.6740007,-703808.5,-703762.25,-702566.875,-703379.208333333,-703360.3125,-701910.3125,-702046,-702438.875,-702930.25,-704042.8125,-702730.4375,-703234.5
13.6760006,-701602.6875,-703851.8125,-700583.625,-702012.708333333,-704937.1875,-703436.875,-704969,-704447.6875,-703237.875,-703910,-705406.4375,-704184.770833333
13.6780005,-703717.8125,-704437.0625,-702487.9375,-703547.604166667,-703600.625,-703600.625,-704141.8125,-703781.020833333,-702643.5,-704373.5625,-705295.25,-704104.104166667
13.6800003,-703722.1875,-701218.6875,-702568.75,-702503.208333333,-703772.75,-703431.25,-705503.0625,-704235.6875,-705335.25,-704855.1875,-702267.625,-704152.6875
13.6820011,-703106.1875,-703459.3125,-703983.625,-703516.375,-703450.375,-704026.25,-703139.5,-703538.708333333,-703533.3125,-704562.3125,-703318.8125,-703804.8125
13.684001,-704960.1875,-703981.875,-703259.5625,-704067.208333333,-704826.75,-704086.4375,-704543.75,-704485.645833333,-705231.0625,-704515.5,-705714.0625,-705153.541666667
13.6860008,-702431.0625,-703226.0625,-703440.125,-703032.416666667,-701633.875,-701290.875,-703869.625,-702264.791666667,-704995.6875,-703810.875,-703037.0625,-703947.875
13.6880007,-702371.75,-703743.9375,-702783.3125,-702966.333333333,-702795.9375,-703616.25,-702375.3125,-702929.166666667,-704315.3125,-702637.25,-704689.1875,-703880.583333333
13.6900005,-703950.4375,-702643.8125,-701777.875,-702790.708333333,-701556.6875,-704635.1875,-706258.75,-704150.208333333,-704674.125,-703414.3125,-704438.375,-704175.604166667
13.6920004,-703054.5,-702499.3125,-702924.6875,-702826.166666667,-702806.875,-704110.125,-703622,-703513,-704559.875,-703542.5625,-703411.1875,-703837.875
13.6940002,-703377.875,-703615.5,-702966.0625,-703319.8125,-704140.375,-702908.125,-702023.5,-703024,-705994,-704881.125,-702587.6875,-704487.604166667
13.6960011,-704767.1875,-704661.375,-702182.75,-703870.4375,-703366.5,-704461.375,-703029.1875,-703619.020833333,-705516.5625,-705444.125,-704290.0625,-705083.583333333
13.6980009,-703673.5,-704223.1875,-703518.75,-703805.145833333,-703851.0625,-703138,-702195.75,-703061.604166667,-705765.1875,-703090.8125,-704048.6875,-704301.5625
13.7000008,-701712.5625,-702443.6875,-702914.125,-702356.791666667,-702055.125,-703892,-704859,-703602.041666667,-703362.875,-705690.25,-703950.5625,-704334.5625
13.7020006,-704828.6875,-703597.75,-704727.6875,-704384.708333333,-703813.25,-703833.9375,-703676.4375,-703774.541666667,-703516.4375,-704722.125,-703938.25,-704058.9375
13.7040005,-703618.375,-703791,-703706.375,-703705.25,-703982.875,-704424.25,-702890,-703765.708333333,-705006.3125,-703532.8125,-703896,-704145.041666667
13.7060003,-702491.875,-704404.8125,-702476.625,-703124.4375,-702348.625,-702364,-704116.5625,-702943.0625,-704572.5,-703909.1875,-705964.6875,-704815.458333333
13.7080002,-703820.0625,-704511.3125,-702825.5625,-703718.979166667,-703633.75,-702796.3125,-703178.875,-703202.979166667,-704069.25,-705402,-701829.875,-703767.041666667
13.710001,-703673.8125,-703629.0625,-702842.0625,-703381.645833333,-703376.875,-703809.5,-704725.6875,-703970.6875,-703421.875,-704306.4375,-704487.6875,-704072
13.7120008,-703889.6875,-702803.125,-702798.375,-703163.729166667,-703082.3125,-704264.1875,-703333.875,-703560.125,-703263.1875,-705008.4375,-705856.9375,-704709.520833333
13.7140007,-702542.9375,-703691.3125,-703542.8125,-703259.020833333,-702121.3125,-704698.6875,-702575.4375,-703131.8125,-702234.625,-704865.25,-704448.5625,-703849.479166667
13.7160006,-702156.75,-702496.3125,-703261.875,-702638.3125,-702074.625,-701429.75,-703468.75,-702324.375,-703101.8125,-705844.9375,-703853.1875,-704266.645833333
13.7180004,-702494.875,-702078.9375,-702648.4375,-702407.416666667,-702204.125,-703230.0625,-704298.0625,-703244.083333333,-702988,-702587,-702490.0625,-702688.354166667
13.7200003,-702842.9375,-703461.4375,-704373.875,-703559.416666667,-703224.3125,-704087.8125,-705668.6875,-704326.9375,-704612.8125,-706035.8125,-703981.0625,-704876.5625
13.7220011,-703432.75,-701331.875,-704501.4375,-703088.6875,-704929.6875,-704445.25,-702736.375,-704037.104166667,-704669.375,-705057.1875,-705607.25,-705111.270833333
13.7240009,-702653.5625,-704312.3125,-702053.3125,-703006.395833333,-702951.75,-702192,-703014.25,-702719.333333333,-704834.5625,-703673.8125,-703839.1875,-704115.854166667
13.7260008,-703069.1875,-703396.1875,-703378.875,-703281.416666667,-705508.25,-703203.5,-704150.3125,-704287.354166667,-704424.3125,-705368,-702535,-704109.104166667
13.7280006,-703720.1875,-702218.5,-702887.6875,-702942.125,-705049.75,-703602.375,-703586.625,-704079.583333333,-702700.3125,-703851.5625,-704050.6875,-703534.1875
13.7300005,-703460.875,-702914.1875,-703866.25,-703413.770833333,-705470.375,-703196.1875,-701824.4375,-703497,-703072.5625,-704543.4375,-703714.125,-703776.708333333
13.7320004,-702182.4375,-704804.75,-703886.375,-703624.520833333,-703886.6875,-703433.5625,-703679,-703666.416666667,-703768.75,-704463.75,-704489.625,-704240.708333333
13.7340002,-702505.375,-701510.9375,-705950.25,-703322.1875,-703155.75,-704422.25,-704436.4375,-704004.8125,-702619.5,-703915.625,-704143.375,-703559.5
13.736001,-703757.625,-703791.4375,-705079.4375,-704209.5,-701809,-704073,-703943.125,-703275.041666667,-705099.9375,-703815.8125,-703772.0625,-704229.270833333
13.7380009,-702862.3125,-701543,-704760.125,-703055.145833333,-703013.375,-704549.875,-703194.375,-703585.875,-704240.3125,-703620.375,-702863.75,-703574.8125
13.7400007,-704526.8125,-702491.1875,-702642.375,-703220.125,-704480.125,-704007.375,-702857.0625,-703781.520833333,-703869.125,-703846.25,-704733.625,-704149.666666667
13.7420006,-704997.1875,-703482.5,-703203.25,-703894.3125,-704218.375,-703508.875,-702642.3125,-703456.520833333,-703500.75,-702600.625,-706101.75,-704067.708333333
13.7440004,-703500.375,-703776.8125,-704301.875,-703859.6875,-703006.875,-704468.9375,-704390.375,-703955.395833333,-703773.125,-705003.5,-707285.875,-705354.166666667
13.7460003,-702679.6875,-703064.125,-703764.4375,-703169.416666667,-704894.375,-705038.125,-702711,-704214.5,-703489,-704365,-703781.5625,-703878.520833333
13.7480011,-702646,-703729,-702416.5625,-702930.520833333,-705068.3125,-702953.5625,-703990,-704003.958333333,-704168.3125,-704888.3125,-702534.75,-703863.791666667
13.750001,-702999.0625,-702602.75,-703029.375,-702877.0625,-703237.6875,-703500.5625,-703052.9375,-703263.729166667,-703563.1875,-704902,-703461.75,-703975.645833333
13.7520008,-703918.8125,-703435.4375,-703309.0625,-703554.4375,-704339.0625,-704284.1875,-704867.3125,-704496.854166667,-705165.1875,-702411.8125,-703499,-703692
13.7540007,-703691.3125,-701757.9375,-702726.625,-702725.291666667,-701941.6875,-703365.5625,-706882.625,-704063.291666667,-704931.375,-704712.4375,-702635.5625,-704093.125
13.7560005,-703523.8125,-702867.375,-701659.4375,-702683.541666667,-705790.8125,-701404.25,-702636.5,-703277.1875,-703564.25,-702743.875,-704212.0625,-703506.729166667
13.7580004,-702936.9375,-704060.5625,-704298.5,-703765.333333333,-704355.625,-703283.1875,-705024.6875,-704221.166666667,-704244,-705053.3125,-704679.4375,-704658.916666667
13.7600002,-703209.3125,-703461,-702417.5625,-703029.291666667,-702381.3125,-704736,-703735.875,-703617.729166667,-702535.6875,-704380.75,-704832.9375,-703916.458333333
13.762001,-705254,-702700.75,-703936.5625,-703963.770833333,-703690,-704871.4375,-703034.3125,-703865.25,-704823.6875,-706767.75,-704798.5625,-705463.333333333
13.7640009,-703671,-702739.5,-704046.5,-703485.666666667,-704118.5,-705008.0625,-703285.375,-704137.3125,-704340.0625,-702501.25,-704613.8125,-703818.375
13.7660007,-704149.8125,-703886.75,-703902.8125,-703979.791666667,-704119.8125,-704784.75,-703608.75,-704171.104166667,-705245.625,-703178.9375,-704070.25,-704164.9375
13.7680006,-704410.4375,-702486.3125,-703434.5625,-703443.770833333,-703141.5625,-703363.875,-703565,-703356.8125,-702787.125,-703889.3125,-704251,-703642.479166667
13.7700005,-704226.9375,-703396.8125,-702564.6875,-703396.145833333,-703990,-705123.9375,-703047.5,-704053.8125,-703319.5,-703520.8125,-703977.75,-703606.020833333
13.7720003,-701899.375,-703501.875,-703015.5625,-702805.604166667,-704598.5,-704277.125,-702394.4375,-703756.6875,-705522.5625,-703656.5,-705409.875,-704862.979166667
13.7740011,-702241.75,-703337.5625,-703240.0625,-702939.791666667,-704008.9375,-704256.875,-703924.1875,-704063.333333333,-704575.5,-703778.0625,-704627.6875,-704327.083333333
13.776001,-702763.9375,-703286.1875,-702305.5625,-702785.229166667,-703363.8125,-701811.9375,-702712.5625,-702629.4375,-704288.25,-704695.6875,-704183.0625,-704389
13.7780008,-702681.9375,-703804.25,-703418.5625,-703301.583333333,-702808,-701858.0625,-702294.9375,-702320.333333333,-705185.4375,-704507.6875,-704241.3125,-704644.8125
13.7800007,-703366.125,-701145.9375,-702908.9375,-702473.666666667,-704398.75,-703113.0625,-703242.4375,-703584.75,-702842.8125,-703157.75,-704816.125,-703605.5625
13.7820005,-702787.125,-703108.8125,-703443.4375,-703113.125,-701834.625,-702111,-701392.8125,-701779.479166667,-706084.5625,-703712.1875,-703832.875,-704543.208333333
13.7840004,-704561.625,-702938.5,-702602.25,-703367.458333333,-703183.1875,-702524.5,-702848.6875,-702852.125,-703780.0625,-704550.5625,-704330.1875,-704220.270833333
13.7860003,-703227.125,-704042.4375,-701298.6875,-702856.083333333,-703757.25,-706343.1875,-703573.375,-704557.9375,-702812.3125,-702745.5625,-704365.375,-703307.75
13.7880011,-703887.625,-704669.3125,-703351.375,-703969.4375,-702699.125,-704733.125,-703135.9375,-703522.729166667,-704153.625,-703609.5,-705509.25,-704424.125
13.7900009,-703424.875,-704516.4375,-700920.875,-702954.0625,-704478.0625,-704351.375,-702581.125,-703803.520833333,-704092.1875,-704557.1875,-704433.1875,-704360.854166667
13.7920008,-704148.375,-701891.875,-702432.75,-702824.333333333,-703863.8125,-703106.625,-703354.5,-703441.645833333,-705685,-703513.125,-703106.4375,-704101.520833333
13.7940006,-702511.0625,-702413.5,-701927,-702283.854166667,-702149.9375,-702963.8125,-704494.625,-703202.791666667,-704772.25,-704986.8125,-704102,-704620.354166667
13.7960005,-702887.4375,-704224.9375,-702249.875,-703120.75,-704299.5,-703725.1875,-703703.4375,-703909.375,-704013.3125,-703364.25,-704178.5625,-703852.041666667
